	UMAP1	UMAP2
293T_TFF1_DNA_Pool-2_7F:G3:M0:02	-0.95369244	10.916189
293T_TFF1_DNA_Pool-2_7F:G4:N8:03	-0.97130364	11.154426
293T_TFF1_DNA_Pool-2_7F:H1:B8:08	0.79263407	6.1364474
293T_TFF1_DNA_Pool-2_7F:J1:78:03	2.6796548	8.293186
293T_TFF1_DNA_Pool-2_7F:J1:F8:03	-2.1869347	6.54594
293T_TFF1_DNA_Pool-2_7F:K3:N7:03	-1.2265579	9.731739
293T_TFF1_DNA_Pool-2_7F:L9:14:01	0.82908374	7.139842
293T_TFF1_DNA_Pool-2_7F:N2:F3:04	1.0686992	6.5305924
293T_TFF1_DNA_Pool-2_7F:N9:0I:01	1.786493	8.13072
293T_TFF1_DNA_Pool-2_7F:N9:L3:01	0.39909115	8.0208235
293T_TFF1_DNA_Pool-2_7F:Q8:56:04	-1.3075528	8.338406
293T_TFF1_DNA_Pool-2_7F:Q8:S9:07	0.8256891	6.0262036
293T_TFF1_DNA_Pool-2_7F:S7:77:02	-2.2092175	8.843302
293T_TFF1_DNA_Pool-2_7F:S7:J4:03	-1.1937243	6.1620865
293T_TFF1_DNA_Pool-2_7F:S8:H2:08	-2.3703425	9.984745
293T_TFF1_DNA_Pool-2_7F:U0:50:01	-0.02589979	7.8891
293T_TFF1_DNA_Pool-2_7F:U0:54:03	-1.4477484	8.981717
293T_TFF1_DNA_Pool-2_7F:U4:P0:10	-0.37658906	8.384993
293T_TFF1_DNA_Pool-2_7F:V6:0F:01	-0.018394636	9.320218
293T_TFF1_DNA_Pool-2_7F:W7:61:03	-2.257881	10.204568
293T_TFF1_DNA_Pool-2_7F:W7:A4:07	1.3071927	7.6563644
293T_TFF1_DNA_Pool-2_7F:X5:29:02	-2.3814387	7.699906
293T_TFF1_DNA_Pool-2_7F:X5:56:04	1.4889814	8.383268
293T_TFF1_DNA_Pool-2_7F:X5:98:03	-2.965882	7.939633
293T_TFF1_DNA_Pool-2_7F:X5:C8:04	1.3118516	6.7663093
293T_TFF1_DNA_Pool-2_7F:X5:P0:10	0.6344048	5.671759
293T_TFF1_DNA_Pool-2_7F:X6:S1:03	0.055502396	9.794643
293T_TFF1_DNA_Pool-2_7E:0Q:R0:05	1.6636434	7.939514
293T_TFF1_DNA_Pool-2_7E:0X:98:12	0.92626214	7.3082967
293T_TFF1_DNA_Pool-2_7E:0X:H0:12	-0.5164306	9.228343
293T_TFF1_DNA_Pool-2_7E:0X:T0:03	-0.018756153	7.4026074
293T_TFF1_DNA_Pool-2_7E:0X:Y6:12	-0.94405705	7.9985275
293T_TFF1_DNA_Pool-2_7E:15:P4:02	1.98281	8.163174
293T_TFF1_DNA_Pool-2_7E:24:J0:10	0.18158373	9.497063
293T_TFF1_DNA_Pool-2_7E:28:X8:11	-1.3761017	7.897877
293T_TFF1_DNA_Pool-2_7E:39:O6:02	-2.1587267	5.9620442
293T_TFF1_DNA_Pool-2_7E:56:33:05	-1.5099597	9.61985
293T_TFF1_DNA_Pool-2_7E:68:U6:01	-1.9748988	6.561848
293T_TFF1_DNA_Pool-2_7E:72:A0:09	-0.2872754	8.075116
293T_TFF1_DNA_Pool-2_7E:87:D3:02	-0.4802943	7.604423
293T_TFF1_DNA_Pool-2_7E:95:E1:03	1.6194762	8.796049
293T_TFF1_DNA_Pool-2_7E:95:O6:03	1.1936283	8.899663
293T_TFF1_DNA_Pool-2_7E:A4:E2:12	0.5531301	7.4215064
293T_TFF1_DNA_Pool-2_7E:B1:O2:08	1.4300809	7.8174047
293T_TFF1_DNA_Pool-2_7E:E0:58:06	0.6226697	8.708109
293T_TFF1_DNA_Pool-2_7E:E3:D4:01	-1.1648911	8.911313
293T_TFF1_DNA_Pool-2_7E:F1:V7:10	0.003866839	6.334937
293T_TFF1_DNA_Pool-2_7E:F2:T4:02	-1.656992	8.664567
293T_TFF1_DNA_Pool-2_7E:F7:O6:05	-0.9070908	11.165761
293T_TFF1_DNA_Pool-2_7E:I3:50:02	1.3682649	10.174654
293T_TFF1_DNA_Pool-2_7E:K0:78:02	0.6137194	9.504384
293T_TFF1_DNA_Pool-2_7E:K3:Y2:01	0.8687279	10.238274
293T_TFF1_DNA_Pool-2_7E:L1:M0:01	0.6134645	12.054893
293T_TFF1_DNA_Pool-2_7E:L9:X8:01	-0.79262304	9.659343
293T_TFF1_DNA_Pool-2_7E:M3:B6:11	1.0930812	10.916675
293T_TFF1_DNA_Pool-2_7E:M3:K5:12	-1.0703138	8.763141
293T_TFF1_DNA_Pool-2_7E:M4:G0:05	1.9111531	9.157544
293T_TFF1_DNA_Pool-2_7E:N6:G4:06	-1.4070193	9.543062
293T_TFF1_DNA_Pool-2_7E:N9:25:06	-1.8302667	9.474129
293T_TFF1_DNA_Pool-2_7E:R1:46:02	-2.6454833	8.701495
293T_TFF1_DNA_Pool-2_7E:R6:17:02	-1.9023354	7.04654
293T_TFF1_DNA_Pool-2_7E:S0:I0:02	0.43311584	9.151458
293T_TFF1_DNA_Pool-2_7E:S7:Q8:01	0.50829244	5.878952
293T_TFF1_DNA_Pool-2_7E:S8:98:11	0.70813143	9.582364
293T_TFF1_DNA_Pool-2_7E:T1:17:11	-2.7963908	8.846193
293T_TFF1_DNA_Pool-2_7E:X1:0N:11	-0.99473464	9.39836
293T_TFF1_DNA_Pool-2_7E:X5:25:06	1.4008557	9.579868
293T_TFF1_DNA_Pool-2_7E:X5:D2:02	2.468552	8.853324
293T_TFF1_DNA_Pool-2_7E:X5:D3:02	0.0035479362	10.688882
293T_TFF1_DNA_Pool-2_7E:X5:M8:10	1.0792978	9.58979
293T_TFF1_DNA_Pool-2_7E:X6:0J:02	0.11260129	7.462873
293T_TFF1_DNA_Pool-2_7E:Z1:69:04	0.90810007	6.3883743
293T_TFF1_DNA_Pool-2_7E:Z2:B0:02	-3.064335	9.407623
293T_TFF1_DNA_Pool-2_7E:Z6:W1:02	-0.09148838	6.8206663
293T_TFF1_DNA_Pool-2_7D:08:0N:04	1.7951864	9.495881
293T_TFF1_DNA_Pool-2_7D:08:24:02	1.0839385	7.1557097
293T_TFF1_DNA_Pool-2_7D:08:58:12	-2.9665353	8.613305
293T_TFF1_DNA_Pool-2_7D:0I:0N:11	-2.1176782	10.406471
293T_TFF1_DNA_Pool-2_7D:0I:20:03	-0.020831002	7.038802
293T_TFF1_DNA_Pool-2_7D:0P:20:03	-1.3112969	10.419373
293T_TFF1_DNA_Pool-2_7D:0Q:H4:02	0.52935135	6.8150454
293T_TFF1_DNA_Pool-2_7D:0T:20:03	1.4936638	8.435771
293T_TFF1_DNA_Pool-2_7D:0T:Z3:12	-2.3209717	10.151221
293T_TFF1_DNA_Pool-2_7D:0X:A2:12	0.08114129	6.9287915
293T_TFF1_DNA_Pool-2_7D:0X:A6:07	-1.5691856	8.596857
293T_TFF1_DNA_Pool-2_7D:0X:C8:03	1.3336064	6.9176583
293T_TFF1_DNA_Pool-2_7D:0X:T4:04	-1.3078225	10.321143
293T_TFF1_DNA_Pool-2_7D:0Y:0N:04	-1.2140471	7.5846934
293T_TFF1_DNA_Pool-2_7D:0Y:90:02	-1.9940697	8.856228
293T_TFF1_DNA_Pool-2_7D:0Y:Q0:04	-0.44631138	7.264839
293T_TFF1_DNA_Pool-2_7D:0Y:T4:04	-0.7939487	5.897127
293T_TFF1_DNA_Pool-2_7D:19:76:04	2.1600568	8.27893
293T_TFF1_DNA_Pool-2_7D:24:Y1:01	0.31736183	8.663596
293T_TFF1_DNA_Pool-2_7D:27:O6:10	0.6807679	6.7721944
293T_TFF1_DNA_Pool-2_7D:40:G4:01	-1.3508441	9.577427
293T_TFF1_DNA_Pool-2_7D:47:0N:04	-3.2464488	8.718934
293T_TFF1_DNA_Pool-2_7D:56:T8:05	-0.7983794	9.056942
293T_TFF1_DNA_Pool-2_7D:60:T0:02	0.1797507	9.40896
293T_TFF1_DNA_Pool-2_7D:63:A4:02	-2.0751069	8.165224
293T_TFF1_DNA_Pool-2_7D:64:S6:04	-0.94814146	8.019458
293T_TFF1_DNA_Pool-2_7D:67:45:04	-0.18531774	9.888569
293T_TFF1_DNA_Pool-2_7D:72:20:03	-1.9914497	5.9411974
293T_TFF1_DNA_Pool-2_7D:72:X7:03	-0.9500747	8.884287
293T_TFF1_DNA_Pool-2_7D:83:K2:03	-1.5872797	6.140504
293T_TFF1_DNA_Pool-2_7D:91:X0:02	-0.5704032	7.704511
293T_TFF1_DNA_Pool-2_7D:95:0N:04	0.14760718	8.8719015
293T_TFF1_DNA_Pool-2_7D:95:E1:03	-0.6574582	7.293194
293T_TFF1_DNA_Pool-2_7D:95:K4:03	-0.64088905	8.871038
293T_TFF1_DNA_Pool-2_7D:96:34:04	0.81448495	7.2954016
293T_TFF1_DNA_Pool-2_7D:96:G1:02	-3.0039723	9.472824
293T_TFF1_DNA_Pool-2_7D:96:M4:04	2.4823205	7.126093
293T_TFF1_DNA_Pool-2_7D:99:E2:03	1.7993083	9.090462
293T_TFF1_DNA_Pool-2_7D:A4:94:02	1.4907253	7.93846
293T_TFF1_DNA_Pool-2_7D:A7:S6:12	-2.1517668	8.736968
293T_TFF1_DNA_Pool-2_7D:B2:45:12	0.99881524	6.6593547
293T_TFF1_DNA_Pool-2_7D:B2:H4:02	-2.4894397	8.058279
293T_TFF1_DNA_Pool-2_7D:B2:Y6:02	1.7293371	7.4304557
293T_TFF1_DNA_Pool-2_7D:D6:V7:03	-1.842706	7.174358
293T_TFF1_DNA_Pool-2_7D:E3:0N:04	-0.73337924	9.050286
293T_TFF1_DNA_Pool-2_7D:E3:17:04	0.15059204	10.719608
293T_TFF1_DNA_Pool-2_7D:E3:C0:12	-2.3462126	9.72822
293T_TFF1_DNA_Pool-2_7D:E3:U5:08	1.6903721	7.31
293T_TFF1_DNA_Pool-2_7D:E4:0N:04	-1.3338737	7.4091406
293T_TFF1_DNA_Pool-2_7D:F1:E6:06	1.3197653	8.263082
293T_TFF1_DNA_Pool-2_7D:G0:17:12	-1.4961642	8.907002
293T_TFF1_DNA_Pool-2_7D:G0:Y6:04	-1.4882864	8.666708
293T_TFF1_DNA_Pool-2_7D:G8:T7:12	1.5983564	8.775282
293T_TFF1_DNA_Pool-2_7D:H2:C0:04	-0.03408304	11.152704
293T_TFF1_DNA_Pool-2_7D:I4:R4:12	0.1421153	9.833351
293T_TFF1_DNA_Pool-2_7D:J1:0N:04	-2.9551375	7.4093
293T_TFF1_DNA_Pool-2_7D:J1:46:02	1.5063545	6.567722
293T_TFF1_DNA_Pool-2_7D:J1:54:12	0.9063626	10.432366
293T_TFF1_DNA_Pool-2_7D:J1:77:04	0.15872744	8.176186
293T_TFF1_DNA_Pool-2_7D:J1:F2:04	1.5251563	7.8451695
293T_TFF1_DNA_Pool-2_7D:J1:I0:04	0.41421616	7.0767097
293T_TFF1_DNA_Pool-2_7D:J1:S6:04	-0.0063209245	9.31071
293T_TFF1_DNA_Pool-2_7D:J2:T2:04	0.9623494	9.262289
293T_TFF1_DNA_Pool-2_7D:J9:V0:12	-2.9492614	9.526367
293T_TFF1_DNA_Pool-2_7D:K3:N7:03	-0.7433723	8.234371
293T_TFF1_DNA_Pool-2_7D:K4:0N:02	0.7947952	7.848004
293T_TFF1_DNA_Pool-2_7D:K7:J3:03	1.3193821	7.87652
293T_TFF1_DNA_Pool-2_7D:K7:Q0:02	0.53345007	8.053067
293T_TFF1_DNA_Pool-2_7D:L5:F3:01	-2.8330846	8.817589
293T_TFF1_DNA_Pool-2_7D:L5:F8:09	-0.10298666	11.1587925
293T_TFF1_DNA_Pool-2_7D:M0:41:02	1.3182112	8.3970995
293T_TFF1_DNA_Pool-2_7D:M3:H2:04	0.5204251	8.653599
293T_TFF1_DNA_Pool-2_7D:N5:H3:04	-0.72104275	7.8074594
293T_TFF1_DNA_Pool-2_7D:N9:0N:04	0.6788199	6.3172607
293T_TFF1_DNA_Pool-2_7D:O0:T8:02	1.2244679	8.813289
293T_TFF1_DNA_Pool-2_7D:O7:0F:01	-3.1623886	9.532887
293T_TFF1_DNA_Pool-2_7D:O7:X8:08	-1.5133002	8.867176
293T_TFF1_DNA_Pool-2_7D:P1:20:03	-0.5652329	10.80531
293T_TFF1_DNA_Pool-2_7D:P6:0N:04	0.006114755	9.218601
293T_TFF1_DNA_Pool-2_7D:Q0:P0:02	1.798258	8.090479
293T_TFF1_DNA_Pool-2_7D:Q4:Y6:04	-1.8310388	10.840526
293T_TFF1_DNA_Pool-2_7D:Q8:G2:01	-0.09993227	6.609723
293T_TFF1_DNA_Pool-2_7D:R1:50:02	0.22673692	8.614719
293T_TFF1_DNA_Pool-2_7D:R1:A6:01	-1.1951867	10.302972
293T_TFF1_DNA_Pool-2_7D:R1:X7:04	-1.8141639	10.541817
293T_TFF1_DNA_Pool-2_7D:R5:C0:11	-0.31803074	7.6570177
293T_TFF1_DNA_Pool-2_7D:R5:F6:04	0.27681726	9.743589
293T_TFF1_DNA_Pool-2_7D:S0:J0:03	-2.5797417	7.183633
293T_TFF1_DNA_Pool-2_7D:S4:N7:02	-0.43328485	7.339599
293T_TFF1_DNA_Pool-2_7D:S7:22:12	0.53019196	6.917979
293T_TFF1_DNA_Pool-2_7D:S7:E1:04	1.7607433	7.497047
293T_TFF1_DNA_Pool-2_7D:S7:N7:04	-1.1520456	6.4964924
293T_TFF1_DNA_Pool-2_7D:S7:V0:04	0.28680432	6.8000913
293T_TFF1_DNA_Pool-2_7D:S8:0F:01	0.8018956	9.729362
293T_TFF1_DNA_Pool-2_7D:S8:37:04	1.1448898	10.421806
293T_TFF1_DNA_Pool-2_7D:S8:B7:12	-2.0135515	8.135478
293T_TFF1_DNA_Pool-2_7D:S8:N8:12	-0.6944965	5.9581785
293T_TFF1_DNA_Pool-2_7D:U0:29:04	-1.8618019	6.213282
293T_TFF1_DNA_Pool-2_7D:U0:M1:12	-0.9121088	8.526316
293T_TFF1_DNA_Pool-2_7D:U4:P0:10	-0.41690704	9.586838
293T_TFF1_DNA_Pool-2_7D:V9:H3:04	-2.833488	9.354285
293T_TFF1_DNA_Pool-2_7D:W3:W2:04	-0.8980031	5.733477
293T_TFF1_DNA_Pool-2_7D:W7:L0:03	-0.29182437	9.169242
293T_TFF1_DNA_Pool-2_7D:X1:0N:04	0.6486516	8.039186
293T_TFF1_DNA_Pool-2_7D:X5:06:02	-2.4840333	7.7316046
293T_TFF1_DNA_Pool-2_7D:X5:0N:04	0.16523351	6.7635293
293T_TFF1_DNA_Pool-2_7D:X5:34:04	0.71864843	9.932277
293T_TFF1_DNA_Pool-2_7D:X5:B0:04	-1.7683785	8.717539
293T_TFF1_DNA_Pool-2_7D:X5:B7:08	-1.0973262	10.194588
293T_TFF1_DNA_Pool-2_7D:X5:D7:10	-0.9327275	7.42975
293T_TFF1_DNA_Pool-2_7D:X5:F3:01	0.78459156	8.42205
293T_TFF1_DNA_Pool-2_7D:X5:P0:10	-2.7085068	10.125494
293T_TFF1_DNA_Pool-2_7D:X5:Y5:02	-0.9803926	7.9876533
293T_TFF1_DNA_Pool-2_7D:X6:56:12	0.062455826	9.569405
293T_TFF1_DNA_Pool-2_7D:X9:M0:01	-1.2296422	7.915279
293T_TFF1_DNA_Pool-2_7D:Z1:45:03	-2.7398055	10.165162
293T_TFF1_DNA_Pool-2_7D:Z1:D2:12	0.9966694	10.80701
293T_TFF1_DNA_Pool-2_7D:Z1:Z8:02	-2.0182276	5.970301
293T_TFF1_DNA_Pool-2_7D:Z5:F3:03	-0.53562057	8.906086
293T_TFF1_DNA_Pool-2_7D:Z5:Y1:02	0.6660141	7.2876515
293T_TFF1_DNA_Pool-2_7C:07:22:01	-0.8729096	9.421404
293T_TFF1_DNA_Pool-2_7C:0E:H6:01	-2.8554661	9.332657
293T_TFF1_DNA_Pool-2_7C:0I:E1:01	1.7778614	6.7451696
293T_TFF1_DNA_Pool-2_7C:0I:T0:03	0.92791384	6.66919
293T_TFF1_DNA_Pool-2_7C:0M:G9:01	-0.5548125	8.274981
293T_TFF1_DNA_Pool-2_7C:0P:76:01	1.5120739	8.018846
293T_TFF1_DNA_Pool-2_7C:0T:H7:01	-1.1001452	9.369897
293T_TFF1_DNA_Pool-2_7C:0X:G0:01	-2.94278	7.2504935
293T_TFF1_DNA_Pool-2_7C:0X:N7:01	2.100363	7.0612817
293T_TFF1_DNA_Pool-2_7C:0X:N7:09	-1.3795408	7.4794235
293T_TFF1_DNA_Pool-2_7C:0X:T4:01	-1.1991435	6.5795803
293T_TFF1_DNA_Pool-2_7C:0Y:0R:01	1.5375309	10.352359
293T_TFF1_DNA_Pool-2_7C:0Y:G4:09	-1.7257309	9.823582
293T_TFF1_DNA_Pool-2_7C:0Y:T2:05	-2.5414286	7.487817
293T_TFF1_DNA_Pool-2_7C:0Y:T4:01	0.9548421	9.807779
293T_TFF1_DNA_Pool-2_7C:0Y:V0:09	-0.6324062	9.137926
293T_TFF1_DNA_Pool-2_7C:11:F3:10	-1.9831698	10.49437
293T_TFF1_DNA_Pool-2_7C:12:K5:01	-0.43862113	5.479831
293T_TFF1_DNA_Pool-2_7C:19:Y5:01	0.7462153	6.1575036
293T_TFF1_DNA_Pool-2_7C:24:C0:01	-1.9751618	8.86385
293T_TFF1_DNA_Pool-2_7C:47:0A:04	0.26902518	6.6278815
293T_TFF1_DNA_Pool-2_7C:47:E2:01	-0.95946777	9.529034
293T_TFF1_DNA_Pool-2_7C:47:F3:09	1.4776305	9.133713
293T_TFF1_DNA_Pool-2_7C:47:L4:09	-0.9776054	8.584902
293T_TFF1_DNA_Pool-2_7C:55:F3:01	1.643287	9.596071
293T_TFF1_DNA_Pool-2_7C:60:T4:01	0.29293385	6.744413
293T_TFF1_DNA_Pool-2_7C:63:X4:07	-1.6269609	9.708661
293T_TFF1_DNA_Pool-2_7C:64:C0:01	2.0826714	7.751018
293T_TFF1_DNA_Pool-2_7C:71:M8:01	-1.07489	9.197796
293T_TFF1_DNA_Pool-2_7C:72:A0:01	-0.4909916	8.989164
293T_TFF1_DNA_Pool-2_7C:80:18:01	-1.5900886	9.071535
293T_TFF1_DNA_Pool-2_7C:80:Q4:01	-1.7219673	10.072346
293T_TFF1_DNA_Pool-2_7C:87:M8:01	-1.5352225	8.411049
293T_TFF1_DNA_Pool-2_7C:91:Q4:01	-2.2785616	8.027995
293T_TFF1_DNA_Pool-2_7C:95:E1:03	1.2572742	8.963967
293T_TFF1_DNA_Pool-2_7C:95:O1:01	-2.557077	7.8429923
293T_TFF1_DNA_Pool-2_7C:95:X8:01	-2.9225886	9.02527
293T_TFF1_DNA_Pool-2_7C:96:C8:01	-1.9200517	9.791963
293T_TFF1_DNA_Pool-2_7C:A4:08:01	-1.9596791	8.892795
293T_TFF1_DNA_Pool-2_7C:A4:E6:01	0.6624233	10.681338
293T_TFF1_DNA_Pool-2_7C:A4:M8:01	1.7227339	7.693666
293T_TFF1_DNA_Pool-2_7C:A7:46:08	1.6983358	9.018702
293T_TFF1_DNA_Pool-2_7C:A7:M0:11	-1.4604813	8.433208
293T_TFF1_DNA_Pool-2_7C:B5:P4:01	1.63083	7.494269
293T_TFF1_DNA_Pool-2_7C:D5:G4:09	-0.07940874	7.7156925
293T_TFF1_DNA_Pool-2_7C:E3:0A:04	-1.1419377	7.235072
293T_TFF1_DNA_Pool-2_7C:E3:C9:01	-0.92787856	6.7961397
293T_TFF1_DNA_Pool-2_7C:E3:D4:01	-1.6729591	10.628237
293T_TFF1_DNA_Pool-2_7C:F1:54:01	0.96679777	7.878462
293T_TFF1_DNA_Pool-2_7C:F2:54:01	1.5835291	7.487955
293T_TFF1_DNA_Pool-2_7C:F7:O6:01	-0.3069496	7.2488866
293T_TFF1_DNA_Pool-2_7C:G3:0O:01	1.1563116	9.276625
293T_TFF1_DNA_Pool-2_7C:G4:X7:01	1.1796364	8.899404
293T_TFF1_DNA_Pool-2_7C:H1:Y5:01	-1.9469244	8.938251
293T_TFF1_DNA_Pool-2_7C:J1:45:01	0.41980487	10.242706
293T_TFF1_DNA_Pool-2_7C:J1:F3:09	0.088373184	9.325867
293T_TFF1_DNA_Pool-2_7C:J2:76:01	-0.54269993	8.873632
293T_TFF1_DNA_Pool-2_7C:J9:K2:01	-0.5688563	6.185476
293T_TFF1_DNA_Pool-2_7C:L2:T8:01	0.015690852	9.606025
293T_TFF1_DNA_Pool-2_7C:L5:N8:01	0.3455363	9.791627
293T_TFF1_DNA_Pool-2_7C:L9:54:01	0.8620536	7.741063
293T_TFF1_DNA_Pool-2_7C:M3:84:01	0.4669066	6.7061286
293T_TFF1_DNA_Pool-2_7C:M4:T4:01	-2.241661	8.445082
293T_TFF1_DNA_Pool-2_7C:M8:Y6:01	0.7792322	7.7452455
293T_TFF1_DNA_Pool-2_7C:N9:0A:04	-1.5423431	9.345721
293T_TFF1_DNA_Pool-2_7C:N9:56:09	1.1791556	10.840291
293T_TFF1_DNA_Pool-2_7C:N9:E2:01	-0.8625415	10.412975
293T_TFF1_DNA_Pool-2_7C:O3:49:01	0.63982624	8.979261
293T_TFF1_DNA_Pool-2_7C:O7:54:01	-0.27724236	9.216553
293T_TFF1_DNA_Pool-2_7C:O7:K1:01	-2.1067224	10.19044
293T_TFF1_DNA_Pool-2_7C:Q4:G1:09	0.63654184	7.0848246
293T_TFF1_DNA_Pool-2_7C:R1:0A:04	-0.913709	7.6413193
293T_TFF1_DNA_Pool-2_7C:R5:E2:01	0.21793763	10.053716
293T_TFF1_DNA_Pool-2_7C:R6:32:09	-0.45275122	5.609445
293T_TFF1_DNA_Pool-2_7C:R6:F8:09	-0.8902056	10.614944
293T_TFF1_DNA_Pool-2_7C:R6:Z8:01	0.38103455	8.462048
293T_TFF1_DNA_Pool-2_7C:S7:94:01	2.4962444	8.292584
293T_TFF1_DNA_Pool-2_7C:S7:H2:01	-0.3913738	7.793965
293T_TFF1_DNA_Pool-2_7C:U3:E6:07	-2.7988155	7.889814
293T_TFF1_DNA_Pool-2_7C:V2:06:07	-1.4490163	7.6512885
293T_TFF1_DNA_Pool-2_7C:V9:N8:01	-0.29361823	8.409288
293T_TFF1_DNA_Pool-2_7C:X5:76:01	-1.4102032	8.0284195
293T_TFF1_DNA_Pool-2_7C:X5:81:01	1.2714896	6.9480233
293T_TFF1_DNA_Pool-2_7C:X5:C0:01	-1.8296866	6.4044905
293T_TFF1_DNA_Pool-2_7C:X5:I9:09	-0.037724245	8.83431
293T_TFF1_DNA_Pool-2_7C:X5:J4:01	-2.2689905	8.186074
293T_TFF1_DNA_Pool-2_7C:X5:O1:01	-0.97966933	9.265222
293T_TFF1_DNA_Pool-2_7C:X5:T0:06	-2.6992068	9.484409
293T_TFF1_DNA_Pool-2_7C:X6:46:11	1.8416394	9.094985
293T_TFF1_DNA_Pool-2_7C:X6:M8:01	0.51226866	9.611574
293T_TFF1_DNA_Pool-2_7C:X6:N8:01	-0.27672383	7.7749662
293T_TFF1_DNA_Pool-2_7C:X6:T0:01	0.024162445	10.043733
293T_TFF1_DNA_Pool-2_7C:X9:J0:01	-0.8605784	5.9892964
293T_TFF1_DNA_Pool-2_7C:Y3:E2:08	-0.8078378	9.4042225
293T_TFF1_DNA_Pool-2_7C:Y7:E2:01	-0.17419681	9.365525
293T_TFF1_DNA_Pool-2_7C:Y7:G8:08	-1.1077405	5.6428103
293T_TFF1_DNA_Pool-2_7B:0I:20:03	1.5270082	8.384291
293T_TFF1_DNA_Pool-2_7B:0X:20:06	-0.24082972	9.02498
293T_TFF1_DNA_Pool-2_7B:0X:61:01	1.0132409	10.009643
293T_TFF1_DNA_Pool-2_7B:0X:69:08	-0.57297146	8.60626
293T_TFF1_DNA_Pool-2_7B:0X:B3:11	-2.246224	7.248877
293T_TFF1_DNA_Pool-2_7B:0X:K0:06	-1.2838898	6.2171707
293T_TFF1_DNA_Pool-2_7B:0Y:41:06	-1.6968529	9.293355
293T_TFF1_DNA_Pool-2_7B:12:0O:02	1.663719	6.6728272
293T_TFF1_DNA_Pool-2_7B:12:0O:09	-1.9363866	8.803327
293T_TFF1_DNA_Pool-2_7B:15:T0:03	-2.030733	7.836478
293T_TFF1_DNA_Pool-2_7B:20:F8:12	0.7613145	10.474852
293T_TFF1_DNA_Pool-2_7B:24:J0:10	1.8815225	9.039777
293T_TFF1_DNA_Pool-2_7B:32:N0:05	0.23335874	10.922206
293T_TFF1_DNA_Pool-2_7B:36:T0:06	0.35277072	10.484066
293T_TFF1_DNA_Pool-2_7B:39:T0:06	-0.7972452	7.357007
293T_TFF1_DNA_Pool-2_7B:43:0V:06	0.6718622	7.5934896
293T_TFF1_DNA_Pool-2_7B:43:Y6:02	1.1560885	8.3628845
293T_TFF1_DNA_Pool-2_7B:47:56:06	1.0114949	8.419723
293T_TFF1_DNA_Pool-2_7B:47:O9:03	0.09469614	6.933699
293T_TFF1_DNA_Pool-2_7B:55:S1:07	-0.18047178	7.7820845
293T_TFF1_DNA_Pool-2_7B:64:0V:05	0.8664271	7.512104
293T_TFF1_DNA_Pool-2_7B:92:98:02	-2.2899015	7.8404326
293T_TFF1_DNA_Pool-2_7B:95:02:02	0.35559452	8.993495
293T_TFF1_DNA_Pool-2_7B:95:E1:03	-0.9779005	7.126247
293T_TFF1_DNA_Pool-2_7B:95:L0:07	1.4087323	8.552073
293T_TFF1_DNA_Pool-2_7B:C4:G8:02	1.8726696	9.013257
293T_TFF1_DNA_Pool-2_7B:E3:09:06	-1.1449137	7.9467225
293T_TFF1_DNA_Pool-2_7B:E3:D4:01	1.8541336	9.637417
293T_TFF1_DNA_Pool-2_7B:E3:U5:08	-3.0847242	8.599166
293T_TFF1_DNA_Pool-2_7B:E3:Y2:02	-0.32641605	8.188001
293T_TFF1_DNA_Pool-2_7B:H6:0V:06	-0.22887237	9.821022
293T_TFF1_DNA_Pool-2_7B:H6:X7:03	-1.8845092	7.958904
293T_TFF1_DNA_Pool-2_7B:J1:20:06	0.020612009	8.377236
293T_TFF1_DNA_Pool-2_7B:K7:14:02	1.0174352	6.437895
293T_TFF1_DNA_Pool-2_7B:L6:Q5:03	1.8911569	9.391447
293T_TFF1_DNA_Pool-2_7B:M4:0K:02	0.0742389	8.300831
293T_TFF1_DNA_Pool-2_7B:M8:54:06	-2.4774055	10.029873
293T_TFF1_DNA_Pool-2_7B:N9:0V:05	1.6533788	7.52112
293T_TFF1_DNA_Pool-2_7B:N9:L8:02	0.92211074	6.558721
293T_TFF1_DNA_Pool-2_7B:O7:0N:11	0.5405588	8.875308
293T_TFF1_DNA_Pool-2_7B:P6:G8:01	-0.36209434	5.91159
293T_TFF1_DNA_Pool-2_7B:S7:0V:05	0.45833755	9.337523
293T_TFF1_DNA_Pool-2_7B:S7:B0:06	-2.9285114	9.100359
293T_TFF1_DNA_Pool-2_7B:S7:U5:08	-0.44155627	6.3581486
293T_TFF1_DNA_Pool-2_7B:S8:72:04	-1.8530732	6.0379267
293T_TFF1_DNA_Pool-2_7B:S8:K1:01	-1.1632166	8.826257
293T_TFF1_DNA_Pool-2_7B:U3:T0:06	2.4580424	9.288003
293T_TFF1_DNA_Pool-2_7B:U4:P0:10	0.23935714	6.9093366
293T_TFF1_DNA_Pool-2_7B:V9:17:09	0.21228679	9.306325
293T_TFF1_DNA_Pool-2_7B:W8:X3:07	-1.2892008	8.956349
293T_TFF1_DNA_Pool-2_7B:X5:0R:04	-0.4116934	8.784699
293T_TFF1_DNA_Pool-2_7B:X5:0V:05	1.5021926	9.359283
293T_TFF1_DNA_Pool-2_7B:X5:M8:12	-0.6282646	8.145997
293T_TFF1_DNA_Pool-2_7B:X5:O9:03	-1.197461	10.33192
293T_TFF1_DNA_Pool-2_7B:Y0:X7:06	1.3107685	10.397454
293T_TFF1_DNA_Pool-2_7A:03:B6:10	1.074365	9.237408
