	UMAP1	UMAP2
293T_TFF1_DNA_Pool-2_7A:03:M4:10	-0.61776793	10.113251
293T_TFF1_DNA_Pool-2_7A:08:G8:01	-0.49025837	10.483571
293T_TFF1_DNA_Pool-2_7A:0H:61:03	-1.2242332	6.3173394
293T_TFF1_DNA_Pool-2_7A:0H:I9:11	-0.9364459	8.033647
293T_TFF1_DNA_Pool-2_7A:0I:0R:01	-2.1339087	10.055748
293T_TFF1_DNA_Pool-2_7A:0I:B6:01	-1.0589027	6.700355
293T_TFF1_DNA_Pool-2_7A:0L:F3:10	0.583566	9.538724
293T_TFF1_DNA_Pool-2_7A:0P:X3:03	0.6490805	5.921762
293T_TFF1_DNA_Pool-2_7A:0Q:K5:01	-0.8863832	8.026409
293T_TFF1_DNA_Pool-2_7A:0T:E2:01	-2.107643	8.198792
293T_TFF1_DNA_Pool-2_7A:0T:E6:01	-0.46441543	5.9966784
293T_TFF1_DNA_Pool-2_7A:0T:F3:10	-1.031199	10.605945
293T_TFF1_DNA_Pool-2_7A:0T:F3:11	1.6873937	9.052516
293T_TFF1_DNA_Pool-2_7A:0T:M8:10	1.0740191	6.4976745
293T_TFF1_DNA_Pool-2_7A:0X:02:10	0.29510084	8.618484
293T_TFF1_DNA_Pool-2_7A:0X:0A:10	-1.1149099	7.625976
293T_TFF1_DNA_Pool-2_7A:0X:17:05	1.0196223	8.26453
293T_TFF1_DNA_Pool-2_7A:0X:66:11	1.5288417	8.130173
293T_TFF1_DNA_Pool-2_7A:0X:90:01	0.3922605	11.231805
293T_TFF1_DNA_Pool-2_7A:0X:C0:01	-2.6190085	6.80755
293T_TFF1_DNA_Pool-2_7A:0X:C0:03	-0.64937127	9.193605
293T_TFF1_DNA_Pool-2_7A:0X:G0:06	-0.11460667	9.508223
293T_TFF1_DNA_Pool-2_7A:0X:G2:10	0.6294324	6.634923
293T_TFF1_DNA_Pool-2_7A:0X:H6:01	-0.23479994	8.720239
293T_TFF1_DNA_Pool-2_7A:0X:K1:01	-2.716962	8.500722
293T_TFF1_DNA_Pool-2_7A:0X:K2:03	-2.8443449	7.340504
293T_TFF1_DNA_Pool-2_7A:0X:O2:10	-2.9635825	8.778185
293T_TFF1_DNA_Pool-2_7A:0X:R2:01	-1.0520213	10.129181
293T_TFF1_DNA_Pool-2_7A:0X:R3:01	-0.10462936	6.8367066
293T_TFF1_DNA_Pool-2_7A:0X:T0:03	-2.9366138	8.249458
293T_TFF1_DNA_Pool-2_7A:0X:T4:03	-1.6524737	7.0783668
293T_TFF1_DNA_Pool-2_7A:0X:Y1:10	-0.09781855	7.3145256
293T_TFF1_DNA_Pool-2_7A:0X:Y6:04	-0.35563335	8.932675
293T_TFF1_DNA_Pool-2_7A:0Y:0N:11	-2.9731581	7.983466
293T_TFF1_DNA_Pool-2_7A:0Y:17:05	-1.3027945	7.81048
293T_TFF1_DNA_Pool-2_7A:0Y:20:03	-0.3890342	7.1407514
293T_TFF1_DNA_Pool-2_7A:0Y:54:01	-2.7478526	8.555559
293T_TFF1_DNA_Pool-2_7A:0Y:B3:02	1.6853386	7.0330987
293T_TFF1_DNA_Pool-2_7A:0Y:I2:03	-0.5666051	9.2998
293T_TFF1_DNA_Pool-2_7A:0Y:Q1:01	0.91850597	7.555608
293T_TFF1_DNA_Pool-2_7A:15:M0:01	-1.8384831	9.335865
293T_TFF1_DNA_Pool-2_7A:16:J0:01	-2.181512	6.670014
293T_TFF1_DNA_Pool-2_7A:19:T0:01	1.6773744	7.3454895
293T_TFF1_DNA_Pool-2_7A:24:J0:10	-1.7328079	10.480646
293T_TFF1_DNA_Pool-2_7A:27:P0:01	-0.54639786	7.7134733
293T_TFF1_DNA_Pool-2_7A:27:S9:03	-1.4357481	10.237138
293T_TFF1_DNA_Pool-2_7A:35:H0:01	-0.32288224	7.933908
293T_TFF1_DNA_Pool-2_7A:39:0F:01	0.4173856	8.568256
293T_TFF1_DNA_Pool-2_7A:43:H6:11	-1.480103	8.298904
293T_TFF1_DNA_Pool-2_7A:47:B3:02	-1.095341	9.937599
293T_TFF1_DNA_Pool-2_7A:47:E2:01	-1.1253465	8.959981
293T_TFF1_DNA_Pool-2_7A:47:H7:04	0.041664355	8.6213255
293T_TFF1_DNA_Pool-2_7A:47:P0:01	-1.6922989	7.045061
293T_TFF1_DNA_Pool-2_7A:47:T2:10	-0.84986734	10.107841
293T_TFF1_DNA_Pool-2_7A:47:X7:02	1.0320147	8.457553
293T_TFF1_DNA_Pool-2_7A:47:Y6:10	-1.3114463	8.3229265
293T_TFF1_DNA_Pool-2_7A:55:81:03	-1.4547092	8.831171
293T_TFF1_DNA_Pool-2_7A:55:P3:01	1.6600814	7.753042
293T_TFF1_DNA_Pool-2_7A:55:X8:09	-2.1766834	10.297053
293T_TFF1_DNA_Pool-2_7A:56:Q8:03	-2.0084925	9.121694
293T_TFF1_DNA_Pool-2_7A:59:G0:03	0.7876759	8.651942
293T_TFF1_DNA_Pool-2_7A:60:K0:02	-1.9990662	10.167052
293T_TFF1_DNA_Pool-2_7A:64:G8:01	-1.1468608	8.500054
293T_TFF1_DNA_Pool-2_7A:64:J4:10	-1.4357848	8.961368
293T_TFF1_DNA_Pool-2_7A:64:N8:01	1.9008428	6.4738994
293T_TFF1_DNA_Pool-2_7A:64:N8:10	-0.5128211	8.307523
293T_TFF1_DNA_Pool-2_7A:67:E2:10	1.2102754	7.6522074
293T_TFF1_DNA_Pool-2_7A:67:P0:10	-1.8805338	10.268139
293T_TFF1_DNA_Pool-2_7A:68:M8:10	0.39102793	10.173425
293T_TFF1_DNA_Pool-2_7A:72:G9:11	-2.0049798	8.124587
293T_TFF1_DNA_Pool-2_7A:83:Y1:01	0.7156545	10.708259
293T_TFF1_DNA_Pool-2_7A:91:72:01	-0.4587384	7.852324
293T_TFF1_DNA_Pool-2_7A:95:34:01	-0.98631585	9.932665
293T_TFF1_DNA_Pool-2_7A:95:D0:10	1.775976	6.7360926
293T_TFF1_DNA_Pool-2_7A:95:E1:03	1.1727449	8.1819315
293T_TFF1_DNA_Pool-2_7A:95:E1:06	-2.3046021	9.400555
293T_TFF1_DNA_Pool-2_7A:95:E1:10	-2.282623	8.396036
293T_TFF1_DNA_Pool-2_7A:95:G0:06	1.7835385	10.387707
293T_TFF1_DNA_Pool-2_7A:95:N7:11	-1.9373974	9.1105795
293T_TFF1_DNA_Pool-2_7A:95:N8:10	-1.3925275	6.908479
293T_TFF1_DNA_Pool-2_7A:95:U1:03	-3.216476	8.712944
293T_TFF1_DNA_Pool-2_7A:95:U6:07	1.5390922	7.660141
293T_TFF1_DNA_Pool-2_7A:96:78:01	-0.18306041	8.487288
293T_TFF1_DNA_Pool-2_7A:A4:68:07	-0.21917598	7.984766
293T_TFF1_DNA_Pool-2_7A:A7:E8:10	1.0811206	8.983804
293T_TFF1_DNA_Pool-2_7A:A7:U5:08	-1.829697	7.4573174
293T_TFF1_DNA_Pool-2_7A:B1:P8:11	0.47673362	7.608026
293T_TFF1_DNA_Pool-2_7A:B2:H6:01	-1.2097845	6.534617
293T_TFF1_DNA_Pool-2_7A:B5:45:03	-1.2578971	10.084144
293T_TFF1_DNA_Pool-2_7A:B5:D0:10	0.20421858	10.167888
293T_TFF1_DNA_Pool-2_7A:B5:F2:10	-0.5865742	7.5121784
293T_TFF1_DNA_Pool-2_7A:B5:M0:11	-0.37082645	7.0203576
293T_TFF1_DNA_Pool-2_7A:C3:P0:01	-1.6412013	8.003358
293T_TFF1_DNA_Pool-2_7A:C4:Y6:01	2.33315	8.870937
293T_TFF1_DNA_Pool-2_7A:C7:M8:04	-0.85303164	7.8593206
293T_TFF1_DNA_Pool-2_7A:C7:R4:10	-2.0797563	9.79172
293T_TFF1_DNA_Pool-2_7A:C8:X8:10	0.36330572	9.614727
293T_TFF1_DNA_Pool-2_7A:D9:P0:01	-1.5285522	10.0742445
293T_TFF1_DNA_Pool-2_7A:E0:25:02	0.9163208	5.914278
293T_TFF1_DNA_Pool-2_7A:E3:B3:02	0.93605316	7.5189595
293T_TFF1_DNA_Pool-2_7A:E3:I0:10	-1.035137	8.807138
293T_TFF1_DNA_Pool-2_7A:E3:L6:12	-0.1866587	9.749699
293T_TFF1_DNA_Pool-2_7A:E3:M4:01	-1.5571871	7.117918
293T_TFF1_DNA_Pool-2_7A:E3:N8:03	2.4813492	8.7529
293T_TFF1_DNA_Pool-2_7A:E3:U5:03	0.6170753	6.8199153
293T_TFF1_DNA_Pool-2_7A:E3:U5:08	0.10591781	6.913107
293T_TFF1_DNA_Pool-2_7A:E3:W2:01	1.7168168	6.7868094
293T_TFF1_DNA_Pool-2_7A:E4:54:10	2.069975	7.960673
293T_TFF1_DNA_Pool-2_7A:E4:76:10	-0.4934176	7.014499
293T_TFF1_DNA_Pool-2_7A:E7:X8:10	-1.1908041	7.496051
293T_TFF1_DNA_Pool-2_7A:F1:0R:01	0.0795962	7.6051626
293T_TFF1_DNA_Pool-2_7A:F1:K5:03	0.64316183	6.1345825
293T_TFF1_DNA_Pool-2_7A:F1:M8:04	1.504028	9.602766
293T_TFF1_DNA_Pool-2_7A:F1:O9:10	1.6899406	7.7973504
293T_TFF1_DNA_Pool-2_7A:F2:S5:04	1.0311334	7.4004807
293T_TFF1_DNA_Pool-2_7A:F5:0J:11	0.90080214	8.4652405
293T_TFF1_DNA_Pool-2_7A:F5:C4:01	0.91064155	6.4942436
293T_TFF1_DNA_Pool-2_7A:F5:F3:01	0.33700275	11.40044
293T_TFF1_DNA_Pool-2_7A:G3:A6:01	1.8397137	8.506526
293T_TFF1_DNA_Pool-2_7A:G4:Y6:03	1.6538068	9.462146
293T_TFF1_DNA_Pool-2_7A:G8:M8:10	0.36894092	10.421843
293T_TFF1_DNA_Pool-2_7A:G8:O2:10	-0.7549946	10.191976
293T_TFF1_DNA_Pool-2_7A:G8:P8:01	-0.02941591	8.986792
293T_TFF1_DNA_Pool-2_7A:G8:P8:03	-3.1845915	8.632819
293T_TFF1_DNA_Pool-2_7A:H5:T0:01	-1.6880262	8.256344
293T_TFF1_DNA_Pool-2_7A:H9:78:01	0.39594448	6.5743375
293T_TFF1_DNA_Pool-2_7A:H9:T0:01	-2.6489754	9.11611
293T_TFF1_DNA_Pool-2_7A:I4:0V:10	1.170545	9.012744
293T_TFF1_DNA_Pool-2_7A:I4:G8:03	-1.0023075	10.877663
293T_TFF1_DNA_Pool-2_7A:I8:F2:01	-0.42949387	9.192352
293T_TFF1_DNA_Pool-2_7A:I8:J6:10	-0.28757456	10.444756
293T_TFF1_DNA_Pool-2_7A:I8:N7:11	0.73313224	8.241223
293T_TFF1_DNA_Pool-2_7A:I8:O6:04	-1.3829982	7.6052527
293T_TFF1_DNA_Pool-2_7A:I8:X7:10	1.58709	7.9744244
293T_TFF1_DNA_Pool-2_7A:J1:54:03	-2.4745414	9.694556
293T_TFF1_DNA_Pool-2_7A:J1:98:01	-2.804326	8.599336
293T_TFF1_DNA_Pool-2_7A:J1:H0:10	0.28996068	8.716882
293T_TFF1_DNA_Pool-2_7A:J1:H2:09	-0.105016045	9.492244
293T_TFF1_DNA_Pool-2_7A:J1:Q8:03	1.2288119	10.418005
293T_TFF1_DNA_Pool-2_7A:J6:08:01	-1.1274558	8.690303
293T_TFF1_DNA_Pool-2_7A:J6:M1:10	0.08724986	8.712113
293T_TFF1_DNA_Pool-2_7A:J9:F8:10	0.5113861	9.731425
293T_TFF1_DNA_Pool-2_7A:K0:E2:11	-1.5920888	9.095349
293T_TFF1_DNA_Pool-2_7A:K7:G8:01	-0.54191077	6.4017825
293T_TFF1_DNA_Pool-2_7A:K7:X7:10	-1.9535408	10.6257515
293T_TFF1_DNA_Pool-2_7A:L1:S9:03	-1.0952158	6.5275908
293T_TFF1_DNA_Pool-2_7A:L2:94:01	0.11438432	7.675997
293T_TFF1_DNA_Pool-2_7A:L2:P0:03	-1.189778	9.492933
293T_TFF1_DNA_Pool-2_7A:L6:Z6:01	-1.5399884	8.700769
293T_TFF1_DNA_Pool-2_7A:M0:K1:10	-2.1693633	8.063878
293T_TFF1_DNA_Pool-2_7A:M3:T4:10	-0.36581433	8.029263
293T_TFF1_DNA_Pool-2_7A:M4:41:01	1.59553	8.679798
293T_TFF1_DNA_Pool-2_7A:M4:K5:03	1.5791978	7.2654295
293T_TFF1_DNA_Pool-2_7A:M8:76:03	0.09704739	10.695249
293T_TFF1_DNA_Pool-2_7A:N1:0W:03	-0.016450197	9.050833
293T_TFF1_DNA_Pool-2_7A:N2:F3:09	-2.5408974	9.389912
293T_TFF1_DNA_Pool-2_7A:N5:B0:11	0.16446489	9.897058
293T_TFF1_DNA_Pool-2_7A:N9:14:10	-1.3583843	9.071539
293T_TFF1_DNA_Pool-2_7A:N9:28:01	1.0544745	8.203418
293T_TFF1_DNA_Pool-2_7A:N9:45:10	1.4218774	6.85301
293T_TFF1_DNA_Pool-2_7A:N9:N7:11	-1.2981522	7.4386883
293T_TFF1_DNA_Pool-2_7A:N9:P4:03	-0.065992214	6.5536513
293T_TFF1_DNA_Pool-2_7A:N9:X8:10	-2.7035394	7.2140384
293T_TFF1_DNA_Pool-2_7A:O0:98:11	-0.9136013	8.381853
293T_TFF1_DNA_Pool-2_7A:O3:L7:02	-1.2629901	9.75371
293T_TFF1_DNA_Pool-2_7A:Q0:54:04	-0.98055446	10.943909
293T_TFF1_DNA_Pool-2_7A:Q0:B2:07	0.07014248	8.00964
293T_TFF1_DNA_Pool-2_7A:Q0:U6:11	-1.6406488	8.093149
293T_TFF1_DNA_Pool-2_7A:Q3:F3:10	-1.1352364	8.556829
293T_TFF1_DNA_Pool-2_7A:Q3:U5:08	-0.5779818	8.872575
293T_TFF1_DNA_Pool-2_7A:Q4:O5:10	-0.15169503	8.362378
293T_TFF1_DNA_Pool-2_7A:Q8:O1:01	0.322812	7.940234
293T_TFF1_DNA_Pool-2_7A:Q8:X7:04	-0.94948965	9.845919
293T_TFF1_DNA_Pool-2_7A:Q8:Y6:11	2.2295344	8.732006
293T_TFF1_DNA_Pool-2_7A:R1:D3:01	-0.42345577	9.780201
293T_TFF1_DNA_Pool-2_7A:R1:P3:05	1.7476661	9.167486
293T_TFF1_DNA_Pool-2_7A:R2:N8:03	-1.6188216	10.749331
293T_TFF1_DNA_Pool-2_7A:R6:X7:01	1.1014874	8.657441
293T_TFF1_DNA_Pool-2_7A:R9:84:09	-1.3608458	8.180205
293T_TFF1_DNA_Pool-2_7A:S3:Y6:03	-0.104804546	6.342094
293T_TFF1_DNA_Pool-2_7A:S7:A0:03	-0.89489514	7.066569
293T_TFF1_DNA_Pool-2_7A:S7:F6:01	1.2664429	10.798355
293T_TFF1_DNA_Pool-2_7A:S7:M8:01	-1.5089209	7.6181974
293T_TFF1_DNA_Pool-2_7A:S7:Q0:11	-1.146203	5.6583424
293T_TFF1_DNA_Pool-2_7A:S8:72:01	-1.0088224	5.628932
293T_TFF1_DNA_Pool-2_7A:S8:K4:11	-1.8076558	6.4936347
293T_TFF1_DNA_Pool-2_7A:S8:T7:01	-0.42456746	6.5453253
293T_TFF1_DNA_Pool-2_7A:S8:Z2:03	-0.08084737	7.9999614
293T_TFF1_DNA_Pool-2_7A:U3:45:01	-3.277189	8.703401
293T_TFF1_DNA_Pool-2_7A:U3:F2:01	-1.7890587	10.753539
293T_TFF1_DNA_Pool-2_7A:U3:G0:06	-2.117819	8.828766
293T_TFF1_DNA_Pool-2_7A:U7:M8:11	0.5901165	7.110733
293T_TFF1_DNA_Pool-2_7A:V2:76:01	-1.3984052	7.3588257
293T_TFF1_DNA_Pool-2_7A:V6:M1:01	-0.7791085	9.874953
293T_TFF1_DNA_Pool-2_7A:V9:28:01	0.88258123	7.214341
293T_TFF1_DNA_Pool-2_7A:V9:M8:10	0.11301621	7.8219204
293T_TFF1_DNA_Pool-2_7A:W0:P0:01	-0.097707	9.415246
293T_TFF1_DNA_Pool-2_7A:W3:17:03	0.7556403	5.7485285
293T_TFF1_DNA_Pool-2_7A:W4:Y6:03	-0.8402987	8.046923
293T_TFF1_DNA_Pool-2_7A:W7:E2:11	-0.48749265	8.01101
293T_TFF1_DNA_Pool-2_7A:X1:54:04	-0.5842883	9.383256
293T_TFF1_DNA_Pool-2_7A:X5:30:09	1.7064558	7.5453086
293T_TFF1_DNA_Pool-2_7A:X5:B3:02	-1.1581076	9.09411
293T_TFF1_DNA_Pool-2_7A:X5:D7:10	1.152459	9.353663
293T_TFF1_DNA_Pool-2_7A:X5:F2:10	-1.4390732	7.7328844
293T_TFF1_DNA_Pool-2_7A:X5:F3:10	-0.6514369	6.929739
293T_TFF1_DNA_Pool-2_7A:X5:M8:10	-2.5445545	8.322189
293T_TFF1_DNA_Pool-2_7A:X5:W6:04	0.27114818	7.4446
293T_TFF1_DNA_Pool-2_7A:X5:Y1:03	-0.0782121	8.639546
293T_TFF1_DNA_Pool-2_7A:X9:0R:01	2.0908372	9.797475
293T_TFF1_DNA_Pool-2_7A:X9:22:03	-0.06550356	9.139938
293T_TFF1_DNA_Pool-2_7A:X9:98:03	0.080522	8.137405
293T_TFF1_DNA_Pool-2_7A:X9:T4:10	-0.6300837	10.972834
293T_TFF1_DNA_Pool-2_7A:Y3:F3:11	-2.0230281	7.209093
293T_TFF1_DNA_Pool-2_7A:Y3:N7:11	0.23422943	7.4222565
293T_TFF1_DNA_Pool-2_7A:Y3:P8:01	-2.3088696	8.507822
293T_TFF1_DNA_Pool-2_7A:Z5:94:10	-1.6046668	8.236342
293T_TFF1_DNA_Pool-2_8H:0X:0A:04	-1.80775	8.096329
293T_TFF1_DNA_Pool-2_8H:0X:E2:12	0.99909574	5.9370465
293T_TFF1_DNA_Pool-2_8H:24:P0:01	0.5110915	9.876032
293T_TFF1_DNA_Pool-2_8H:27:S6:01	-0.14040631	5.674609
293T_TFF1_DNA_Pool-2_8H:32:E2:12	-0.44603446	8.932426
293T_TFF1_DNA_Pool-2_8H:36:E2:03	-1.2156008	9.483642
293T_TFF1_DNA_Pool-2_8H:39:76:05	0.50684834	9.916836
293T_TFF1_DNA_Pool-2_8H:60:M8:09	-2.083386	7.461563
293T_TFF1_DNA_Pool-2_8H:72:E6:01	-0.16645452	6.6416793
293T_TFF1_DNA_Pool-2_8H:95:0N:11	-0.2175537	7.311095
293T_TFF1_DNA_Pool-2_8H:95:Y1:04	-3.088382	9.545735
293T_TFF1_DNA_Pool-2_8H:95:Y2:09	-0.63900274	9.871896
293T_TFF1_DNA_Pool-2_8H:96:E1:11	-1.0564892	8.507357
293T_TFF1_DNA_Pool-2_8H:E4:E2:12	2.0021894	7.1852922
293T_TFF1_DNA_Pool-2_8H:H6:T2:09	0.2591176	7.6802626
293T_TFF1_DNA_Pool-2_8H:I3:H0:08	-0.9743879	9.850302
293T_TFF1_DNA_Pool-2_8H:I7:0R:11	1.1217403	5.9660187
293T_TFF1_DNA_Pool-2_8H:J1:72:12	1.0792532	9.9458685
293T_TFF1_DNA_Pool-2_8H:J2:P0:01	2.579638	8.272995
293T_TFF1_DNA_Pool-2_8H:K7:94:01	-2.6929786	9.62269
293T_TFF1_DNA_Pool-2_8H:K7:E6:10	-1.4710927	8.061254
293T_TFF1_DNA_Pool-2_8H:L1:94:01	-0.99812967	8.22546
293T_TFF1_DNA_Pool-2_8H:M0:E2:12	-0.62053716	8.625233
293T_TFF1_DNA_Pool-2_8H:M3:M8:05	1.09864	8.324316
293T_TFF1_DNA_Pool-2_8H:N9:17:04	1.190172	10.090388
293T_TFF1_DNA_Pool-2_8H:N9:E2:12	-0.33716467	8.518842
293T_TFF1_DNA_Pool-2_8H:N9:G4:12	0.20759995	8.185549
293T_TFF1_DNA_Pool-2_8H:Q0:Y1:04	1.3600682	8.553316
293T_TFF1_DNA_Pool-2_8H:R9:E2:04	-2.649834	9.126093
293T_TFF1_DNA_Pool-2_8H:S7:54:12	0.88156945	9.5501175
293T_TFF1_DNA_Pool-2_8H:S7:E1:11	0.65169626	6.7355146
293T_TFF1_DNA_Pool-2_8H:S7:O6:11	-1.4900997	7.8345366
293T_TFF1_DNA_Pool-2_8H:S7:V0:11	-1.0411091	9.620768
293T_TFF1_DNA_Pool-2_8H:X5:0A:04	-2.3145828	9.574434
293T_TFF1_DNA_Pool-2_8H:X5:81:02	-0.55974	6.306691
293T_TFF1_DNA_Pool-2_8H:X5:94:01	-0.45565623	6.9877253
293T_TFF1_DNA_Pool-2_8H:X5:E2:12	2.05308	9.836912
293T_TFF1_DNA_Pool-2_8H:X5:T7:02	2.299798	8.070469
293T_TFF1_DNA_Pool-2_8H:X6:B2:11	0.85761213	8.808053
293T_TFF1_DNA_Pool-2_8H:Y3:E2:08	-0.05687617	6.5706506
293T_TFF1_DNA_Pool-2_8G:08:94:01	-1.5929189	7.5153065
293T_TFF1_DNA_Pool-2_8G:0H:13:10	2.023572	8.296502
293T_TFF1_DNA_Pool-2_8G:0T:B2:03	0.72345227	10.831506
293T_TFF1_DNA_Pool-2_8G:0T:D3:01	-1.7490495	9.029148
293T_TFF1_DNA_Pool-2_8G:0T:M0:10	-0.40330648	9.775279
293T_TFF1_DNA_Pool-2_8G:0X:0A:04	0.03541084	8.055978
293T_TFF1_DNA_Pool-2_8G:0X:25:02	0.9655145	6.044886
293T_TFF1_DNA_Pool-2_8G:0X:78:07	-1.1108683	9.357309
293T_TFF1_DNA_Pool-2_8G:0X:D2:05	-1.1886	7.9747977
293T_TFF1_DNA_Pool-2_8G:0X:F8:07	0.5935386	8.753893
293T_TFF1_DNA_Pool-2_8G:0X:K5:10	-0.3891272	8.39252
293T_TFF1_DNA_Pool-2_8G:0X:M0:07	-0.2989469	7.9944754
293T_TFF1_DNA_Pool-2_8G:0X:N0:10	0.7914056	7.423199
293T_TFF1_DNA_Pool-2_8G:0Y:18:07	-0.6279355	7.8983684
293T_TFF1_DNA_Pool-2_8G:0Y:B2:07	-2.475333	8.413076
293T_TFF1_DNA_Pool-2_8G:0Y:E6:03	-3.0931265	8.449845
293T_TFF1_DNA_Pool-2_8G:27:Y6:05	-0.2876859	8.865926
293T_TFF1_DNA_Pool-2_8G:28:X0:07	-1.0950025	8.616621
293T_TFF1_DNA_Pool-2_8G:31:X8:12	-2.1338346	7.5321307
293T_TFF1_DNA_Pool-2_8G:39:54:07	0.8202155	8.504771
293T_TFF1_DNA_Pool-2_8G:39:76:05	-0.86506504	9.284802
293T_TFF1_DNA_Pool-2_8G:39:C9:10	0.7973904	8.316632
293T_TFF1_DNA_Pool-2_8G:47:08:10	0.89609164	8.1379
293T_TFF1_DNA_Pool-2_8G:47:0R:10	-1.7607895	7.380433
293T_TFF1_DNA_Pool-2_8G:47:24:04	0.36505622	11.152905
293T_TFF1_DNA_Pool-2_8G:47:G8:10	-2.4260378	9.8641815
293T_TFF1_DNA_Pool-2_8G:47:T0:10	-0.46672025	7.9385133
293T_TFF1_DNA_Pool-2_8G:52:X3:07	0.3358807	7.6532845
293T_TFF1_DNA_Pool-2_8G:60:45:10	-0.5562581	10.354763
293T_TFF1_DNA_Pool-2_8G:75:C8:07	-1.388344	9.667975
293T_TFF1_DNA_Pool-2_8G:76:0F:10	-0.58638924	6.821345
293T_TFF1_DNA_Pool-2_8G:79:C0:10	2.4108782	8.852898
293T_TFF1_DNA_Pool-2_8G:80:O2:07	-1.7152832	9.337576
293T_TFF1_DNA_Pool-2_8G:95:O1:10	0.930951	7.397537
293T_TFF1_DNA_Pool-2_8G:95:P0:07	-0.20426531	10.283138
293T_TFF1_DNA_Pool-2_8G:95:S9:01	2.5174403	8.2552
293T_TFF1_DNA_Pool-2_8G:95:Y2:09	0.1423306	5.671799
293T_TFF1_DNA_Pool-2_8G:96:C8:01	-0.916667	11.252953
293T_TFF1_DNA_Pool-2_8G:A0:46:10	-1.0550032	6.512046
293T_TFF1_DNA_Pool-2_8G:A0:W2:11	-1.6057149	6.5131073
293T_TFF1_DNA_Pool-2_8G:A4:58:07	-1.1881577	7.779676
293T_TFF1_DNA_Pool-2_8G:A4:G4:07	-0.60408825	6.572368
293T_TFF1_DNA_Pool-2_8G:A4:L6:01	-2.2420022	8.60945
293T_TFF1_DNA_Pool-2_8G:B5:46:02	-0.36899865	7.1594005
293T_TFF1_DNA_Pool-2_8G:C7:E2:01	-1.2193862	9.582528
293T_TFF1_DNA_Pool-2_8G:C8:U5:10	-0.036428817	8.44012
293T_TFF1_DNA_Pool-2_8G:D1:R3:10	0.05594515	7.998677
293T_TFF1_DNA_Pool-2_8G:E0:M0:07	0.34908777	9.643451
293T_TFF1_DNA_Pool-2_8G:E0:W0:01	0.2846426	8.418578
293T_TFF1_DNA_Pool-2_8G:E3:78:07	0.9269449	7.173777
293T_TFF1_DNA_Pool-2_8G:E7:S6:08	-0.6396753	6.0430346
293T_TFF1_DNA_Pool-2_8G:F7:54:07	1.7078062	8.627877
293T_TFF1_DNA_Pool-2_8G:F7:T0:10	0.30927297	9.796183
293T_TFF1_DNA_Pool-2_8G:H1:M0:07	-2.1295376	7.8958597
293T_TFF1_DNA_Pool-2_8G:H5:F8:07	0.64421403	8.276199
293T_TFF1_DNA_Pool-2_8G:H5:T8:07	0.6715743	9.845365
293T_TFF1_DNA_Pool-2_8G:H9:T4:10	-3.036311	9.459197
293T_TFF1_DNA_Pool-2_8G:H9:X7:07	-0.0066802595	9.030882
293T_TFF1_DNA_Pool-2_8G:I3:T8:10	-0.5191854	10.187204
293T_TFF1_DNA_Pool-2_8G:I4:O1:01	-0.4593159	8.762256
293T_TFF1_DNA_Pool-2_8G:J1:93:07	1.8590683	8.839986
293T_TFF1_DNA_Pool-2_8G:J1:C9:07	-0.194105	9.393427
293T_TFF1_DNA_Pool-2_8G:J1:F8:10	-1.1844976	8.983222
293T_TFF1_DNA_Pool-2_8G:J1:G9:07	-2.000305	10.455553
293T_TFF1_DNA_Pool-2_8G:J1:H6:01	-0.8927244	6.8315406
293T_TFF1_DNA_Pool-2_8G:J1:K4:06	0.1766217	10.766686
293T_TFF1_DNA_Pool-2_8G:J1:M4:04	-0.41296998	8.634457
293T_TFF1_DNA_Pool-2_8G:J1:U1:11	0.66005427	7.838577
293T_TFF1_DNA_Pool-2_8G:J1:Z0:10	0.9602541	8.764446
293T_TFF1_DNA_Pool-2_8G:K8:Y2:07	-0.6811491	8.034406
293T_TFF1_DNA_Pool-2_8G:L2:S6:07	-1.313442	6.2230163
293T_TFF1_DNA_Pool-2_8G:L5:Y6:07	-1.2927804	10.6029215
293T_TFF1_DNA_Pool-2_8G:M0:58:07	-2.8659582	9.574801
293T_TFF1_DNA_Pool-2_8G:M8:Y6:05	0.80863446	10.081255
293T_TFF1_DNA_Pool-2_8G:N1:F8:01	-1.3863895	9.980893
293T_TFF1_DNA_Pool-2_8G:N2:U5:10	-2.1514876	10.018263
293T_TFF1_DNA_Pool-2_8G:N9:0A:04	-0.14952415	9.325536
293T_TFF1_DNA_Pool-2_8G:N9:I1:11	2.233536	8.812521
293T_TFF1_DNA_Pool-2_8G:N9:O6:07	-1.0404938	9.268114
293T_TFF1_DNA_Pool-2_8G:N9:Q5:07	1.8916723	7.054143
293T_TFF1_DNA_Pool-2_8G:N9:W6:10	1.7517915	9.441057
293T_TFF1_DNA_Pool-2_8G:O8:G0:07	-1.4486537	8.140889
293T_TFF1_DNA_Pool-2_8G:O8:G0:10	2.2889616	8.05714
293T_TFF1_DNA_Pool-2_8G:P5:61:09	0.4957386	6.0918703
293T_TFF1_DNA_Pool-2_8G:P6:Q0:10	1.7602382	8.527809
293T_TFF1_DNA_Pool-2_8G:P6:S9:03	-2.264274	7.342004
293T_TFF1_DNA_Pool-2_8G:R1:76:07	2.3378885	8.745325
293T_TFF1_DNA_Pool-2_8G:R2:Y6:05	-0.6962274	8.278822
