input	kind	barcode	umi_total
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:N9:76:11	19454.1
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:N9:C0:04	734907
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:N9:D2:05	723016
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:N9:H2:08	976674
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:N9:H3:05	704917
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:N9:J8:07	253029
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:N9:O2:07	1.01552e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:N9:S5:11	814803
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O0:22:05	748264
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O0:V3:02	1.25758e+07
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O4:61:04	822820
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O4:X3:11	828820
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O7:C0:08	841450
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O7:G4:11	777061
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O7:R3:11	846387
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O7:T8:07	738854
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O7:X3:04	845162
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O7:X8:11	957435
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O8:72:07	640810
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O8:D3:09	808087
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:O8:P3:08	673204
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:P2:H3:08	658090
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:P2:X8:08	926414
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:P5:W1:05	895867
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:P5:W1:08	550547
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:P6:B0:05	746431
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:P9:0W:05	957505
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:P9:E2:04	1.10917e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:P9:H2:02	834287
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Q0:33:05	710769
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Q0:E8:05	719767
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Q0:N7:02	760008
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Q0:W0:08	808812
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Q4:08:05	973039
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Q4:18:09	844472
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Q4:24:09	633659
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Q4:T2:05	750456
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Q7:J4:11	850149
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Q8:66:11	780935
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Q8:O1:05	833070
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:R1:G1:05	844708
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:R2:46:05	698265
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:R2:U5:11	615654
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:R6:E2:07	765320
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:R6:K1:02	18043.5
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:R6:W6:10	16849.4
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:R9:17:05	1.44814e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:R9:M8:02	774221
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:R9:Q6:07	256197
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S0:84:07	12084.1
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S0:E2:11	845136
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S0:U6:05	705578
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S3:E2:11	805668
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S3:H8:07	14427.6
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:0N:05	865641
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:0R:08	1.47907e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:45:11	1.35475e+07
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:54:04	778253
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:C8:09	785760
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:D0:05	639153
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:E6:09	1.17145e+07
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:E6:11	1.98178e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:H6:04	907726
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:J6:02	890771
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:N7:08	719781
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:O2:07	813009
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:Q8:02	819657
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:S1:02	675728
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S7:W6:11	837117
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S8:98:05	920935
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S8:M8:08	718414
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:S8:P3:11	914800
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:T1:0O:05	771588
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:T2:49:02	715041
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:T2:H2:02	921451
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:T5:T0:11	611761
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:U0:B2:05	851041
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:U0:D3:11	740314
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:U0:F3:11	744672
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:U3:09:05	902891
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:U7:Y5:05	477173
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:U8:F2:01	635228
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:V1:B6:09	756690
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:V1:E2:07	754679
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:V1:K1:11	810797
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:V1:Z0:11	821761
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:V2:E6:02	854858
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:V6:Y6:08	1.59293e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:V9:C4:10	1.61574e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:V9:O1:08	468302
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:V9:R7:07	1.01005e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W0:46:05	948396
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W0:94:08	814706
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W0:B7:01	918929
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W0:E6:05	596004
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W0:V4:02	13580.8
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W0:X8:05	917090
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W0:Z8:04	913929
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W3:08:11	560648
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W3:84:09	757803
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W3:E6:07	918176
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W7:E6:04	594624
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W7:H4:05	871462
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W7:K5:07	828795
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W7:O6:02	891785
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W8:N0:04	14117.4
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:W8:N7:06	14010.2
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X1:54:04	743048
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X1:C0:04	786840
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X1:X8:08	674647
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X5:02:09	1.38557e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X5:72:05	1.0518e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X5:B2:02	763180
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X5:G0:04	828911
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X5:M8:12	2.50924e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X5:N0:07	1.11456e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X5:P8:07	2.21829e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X5:Y6:05	6.66788e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X6:54:07	1.12257e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X6:Q8:09	763102
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X9:E2:08	14872.8
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X9:E2:11	746925
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X9:J4:05	155866
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:X9:X8:05	678504
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Y3:93:11	707469
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Y7:F2:04	549716
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Y8:97:04	758459
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Y8:E6:02	802158
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Z5:E2:05	914995
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Z5:H2:05	922106
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Z5:R7:04	7.43511e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2G:Z6:X0:05	826337
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:04:54:12	15349
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:07:E6:12	713995
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:08:T7:12	808245
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0M:94:09	720161
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0Q:56:04	987499
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0U:K2:01	740452
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0X:24:09	831895
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0X:61:01	652898
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0X:81:10	828541
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0X:A0:11	894954
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0X:F2:04	2.14944e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0X:J6:11	5.81614e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0X:T4:12	771467
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0X:T7:11	1.59238e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0Y:0F:07	1.27651e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0Y:I2:11	802169
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0Y:J6:08	709346
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:0Y:P8:05	601768
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:15:08:11	671296
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:19:56:04	738590
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:19:G2:01	24699.9
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:24:F2:02	741358
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:24:T8:11	585245
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:32:L6:07	700668
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:32:T2:11	815469
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:43:T4:09	914856
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:44:D4:02	6.58432e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:47:0B:01	608139
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:47:N7:03	18476.2
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:48:54:01	1.19849e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:48:69:11	789466
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:48:D4:02	773264
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:83:Q8:09	708229
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:87:0F:07	632095
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:88:E6:09	874042
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:95:B3:02	876489
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:95:R2:04	784099
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:96:56:04	616507
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:A3:56:04	1.05385e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:A7:F3:11	487422
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:A7:P4:11	922062
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:A8:F3:11	847220
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:B5:41:12	2.53259e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:B5:L6:05	772858
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:C8:T7:07	788984
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:D1:D4:02	874385
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:D5:0F:07	809752
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:E3:81:10	776584
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:F1:54:02	803306
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:F9:L0:11	4.80125e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:G0:Z3:11	753918
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:G8:24:09	723822
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:G8:D2:02	1.8264e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:H9:J3:11	667443
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:I0:N4:09	649927
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:I8:28:09	708981
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:J1:81:10	687544
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:J1:C4:02	1.15734e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:J1:K2:11	813650
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:J2:0F:07	1.10797e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:K3:56:04	984467
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:M0:A6:09	657469
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:N9:69:11	752165
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:N9:81:10	828342
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:N9:E6:09	893868
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:N9:J0:09	946332
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:O0:Y2:05	593432
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:O3:56:04	760518
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:Q4:D4:02	767899
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:Q8:77:02	744981
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:R6:J6:05	638686
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:R9:56:07	898358
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:S0:H3:02	739219
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:S7:D3:05	1.05469e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:S7:O6:11	2.29846e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:S7:Q8:07	797618
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:U0:58:07	823356
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:U0:98:11	701937
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:V6:0F:01	637417
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:V9:E8:11	983337
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:V9:M0:07	733598
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:W3:0F:07	771496
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:W7:26:10	220052
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:W7:56:04	783130
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:W7:J0:11	749958
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:X2:Q1:07	719854
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:X5:B7:03	2.9771e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:X5:C0:06	823531
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:X5:K1:12	924125
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:X5:M8:12	2.21022e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:Y3:H6:07	985812
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:Z2:41:07	794656
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:Z5:81:07	715896
MAGIC	dense	293T_TFF1_DNA_Pool-1_2F:Z5:R0:11	945381
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:08:H4:09	552236
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:0H:B6:08	886408
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:0H:C4:09	674064
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:0Q:14:09	753540
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:0X:0F:07	1.27154e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:0X:G5:11	887194
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:0Y:02:02	860182
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:0Y:E2:02	1.32716e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:0Y:J6:08	745445
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:0Y:T7:02	812473
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:24:0R:02	928732
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:31:J8:07	36068.3
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:36:S5:02	1.44154e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:40:R7:02	28085
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:47:0V:02	769267
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:47:84:02	765150
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:47:B2:09	814543
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:47:U5:04	764260
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:72:Q0:10	827092
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:79:Y5:02	741237
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:80:E1:02	950299
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:80:Q8:01	703144
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:95:S5:06	1.01236e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:A4:I9:01	868285
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:A7:R3:05	802620
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:B5:S9:02	845052
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:B9:08:03	13440.7
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:B9:Y2:01	602100
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:C8:54:08	608268
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:D5:C4:09	672579
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:E3:49:05	953903
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:E3:65:06	20006.2
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:E4:T0:04	600488
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:E7:72:02	735035
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:F1:56:11	745125
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:F2:H6:02	850200
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:G8:D2:02	8.74413e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:G8:D3:02	668339
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:G8:U5:04	768958
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:H6:X3:02	804548
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:H6:Y6:02	813355
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:H9:N0:11	709794
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:I3:08:02	765803
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:I3:Y6:02	807294
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:J1:G8:04	1.13982e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:J1:X4:11	1.01652e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:J1:Z8:07	865710
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:K7:D2:04	12558
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:L9:X7:02	776869
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:N6:13:02	32800.2
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:N9:98:09	837789
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:N9:G9:11	995016
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:N9:H8:01	836638
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:N9:M4:02	697961
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:O0:98:11	271691
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:O7:54:02	787541
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:P6:O6:02	756268
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:Q4:06:02	700572
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:Q8:81:09	1.04186e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:R1:14:09	952248
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:R1:46:02	981272
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:R1:E2:09	797868
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:R1:F2:05	846974
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:S7:45:11	1.51317e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:S7:81:10	623939
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:S7:84:02	221027
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:S7:V3:02	702073
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:S7:Y2:05	903977
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:S8:E1:02	1.56421e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:S8:K5:12	28290.4
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:S8:T8:12	775136
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:T1:S9:02	792141
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:T2:Y5:04	40615
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:U4:J6:04	612769
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:U8:H8:05	645654
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:V2:E6:12	789937
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:V5:E2:02	730117
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:V9:D0:05	636899
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:V9:G4:02	1.02352e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:W8:97:02	805551
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:W8:E2:02	1.09834e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:W8:G4:12	779459
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:X5:37:02	751893
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:X5:41:12	778106
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:X5:B2:02	1.23959e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:X5:E6:09	3.18631e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:X5:M8:12	2.25024e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:X5:R4:02	679451
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:X5:T7:02	737834
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:X5:X7:09	857213
MAGIC	dense	293T_TFF1_DNA_Pool-1_2E:X5:Y6:05	1.67364e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:03:M4:05	863930
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:04:Y6:05	753862
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:08:94:03	742307
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0H:0N:04	765232
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0H:I2:04	759726
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0Q:T4:07	837311
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0X:08:03	749056
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0X:14:07	725232
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0X:E8:09	1.26573e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0X:L0:05	829378
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0X:N0:02	1.92944e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0X:N3:10	964542
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0X:W6:04	450550
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0X:X7:04	886299
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0Y:H0:06	2.29094e+06
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0Y:J6:08	912343
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0Y:L7:07	780806
MAGIC	dense	293T_TFF1_DNA_Pool-1_2D:0Y:X3:07	927706
