barcode	raw	cisTopic	FITS	scOpen	MAGIC	PUscOpen	cicero	scbasset	scbasset_puscopen	scbasset_cistopic	scbasset_cistopic_puscopen
293T_TFF1_DNA_Pool-2_7D:G0:Y6:04	26	1684.15	749572	690072	777981	172381	29.16	26	273216	68	76
293T_TFF1_DNA_Pool-2_7D:G8:T7:12	26	9242.31	1.39311e+06	323011	15769.5	0	27.214	26	79110.7	282	306
293T_TFF1_DNA_Pool-2_7D:H2:C0:04	27	1811.61	1.12157e+06	773563	689908	124992	30.9186	27	0	76	81
293T_TFF1_DNA_Pool-2_7D:I4:R4:12	516	2199.15	7.75637e+06	2.51703e+06	5.88567e+06	1.01559e+06	582.475	516	1.30069e+06	568	599
293T_TFF1_DNA_Pool-2_7D:J1:0N:04	649	9132.39	8.57431e+06	3.08724e+06	7.1799e+06	3.44816e+06	728.582	649	1.98712e+06	877	924
293T_TFF1_DNA_Pool-2_7D:J1:46:02	58	2785.84	450073	884339	960234	118689	69.482	58	0	130	143
293T_TFF1_DNA_Pool-2_7D:J1:54:12	39	1505.95	1.01345e+06	645827	778157	516695	43.4311	39	812412	82	93
293T_TFF1_DNA_Pool-2_7D:J1:77:04	25	1330.24	0	208957	184914	0	27.7757	25	0	59	64
293T_TFF1_DNA_Pool-2_7D:J1:F2:04	65	3942.94	1.64158e+06	682668	775213	410010	74.62	65	582127	167	184
293T_TFF1_DNA_Pool-2_7D:J1:I0:04	79	11372	1.18536e+06	1.26162e+06	907213	723606	93.221	79	1.0748e+06	375	404
293T_TFF1_DNA_Pool-2_7D:J1:S6:04	92	1062.36	2.35355e+06	982173	813279	243152	109.19	92	558882	118	124
293T_TFF1_DNA_Pool-2_7D:J2:T2:04	24	4284.07	0	673285	700536	0	30.2859	24	0	131	144
293T_TFF1_DNA_Pool-2_7D:J9:V0:12	162	34579.2	0	1.43587e+06	1.27575e+06	9.22008e+06	192.319	162	1.25337e+07	1030	1107
293T_TFF1_DNA_Pool-2_7D:K3:N7:03	22	1391.22	1.59195e+06	561834	516066	0	29.1151	22	0	60	63
293T_TFF1_DNA_Pool-2_7D:K4:0N:02	25	5765.02	175403	315388	27301.3	0	28.197	25	0	169	185
293T_TFF1_DNA_Pool-2_7D:K7:J3:03	28	2184.17	0	678242	584192	0	31.3324	28	79110.7	87	97
293T_TFF1_DNA_Pool-2_7D:K7:Q0:02	69	1101.02	2.17301e+06	860048	796371	140436	85.0529	69	50416.6	100	106
293T_TFF1_DNA_Pool-2_7D:L5:F3:01	26	1119.82	1.60713e+06	434269	730637	20683.7	29.1279	26	619632	55	59
293T_TFF1_DNA_Pool-2_7D:L5:F8:09	1874	3179.93	0	4.91632e+06	1.05381e+07	2.72703e+06	2106.66	1874	3.0797e+06	1919	1998
293T_TFF1_DNA_Pool-2_7D:M0:41:02	57	13101.8	0	1.12213e+06	839863	1.1322e+07	67.5642	57	1.42072e+07	418	457
293T_TFF1_DNA_Pool-2_7D:M3:H2:04	23	3865.97	0	387735	590962	331917	23.496	23	577690	134	151
293T_TFF1_DNA_Pool-2_7D:N5:H3:04	44	2598.74	0	693101	791259	789743	54.659	44	0	113	120
293T_TFF1_DNA_Pool-2_7D:N9:0N:04	67	2763.8	0	1.31876e+06	795543	292321	81.9876	67	161167	137	153
293T_TFF1_DNA_Pool-2_7D:O0:T8:02	22	2043.66	198019	481232	526084	315119	25.2422	22	549947	76	85
293T_TFF1_DNA_Pool-2_7D:O7:0F:01	32	16054.6	1.88888e+06	689559	757247	234404	35.3279	32	88875.6	379	418
293T_TFF1_DNA_Pool-2_7D:O7:X8:08	20	3838.09	0	866129	18077.3	0	23.7909	20	0	115	122
293T_TFF1_DNA_Pool-2_7D:P1:20:03	28	1560.72	0	1.24152e+06	949930	0	38.1421	28	0	70	73
293T_TFF1_DNA_Pool-2_7D:P6:0N:04	25	7343.06	0	760928	776983	0	30.7419	25	0	222	245
293T_TFF1_DNA_Pool-2_7D:Q0:P0:02	25	1491.91	1.73017e+06	845754	708525	0	31.4633	25	0	65	68
293T_TFF1_DNA_Pool-2_7D:Q4:Y6:04	86	2148.23	0	669076	849847	0	97.612	86	0	141	150
293T_TFF1_DNA_Pool-2_7D:Q8:G2:01	23	1524.86	1.59255e+06	306111	560946	62126	27.4191	23	0	65	68
293T_TFF1_DNA_Pool-2_7D:R1:50:02	35	8868.14	2.38609e+06	930601	820438	0	40.5931	35	0	280	299
293T_TFF1_DNA_Pool-2_7D:R1:A6:01	36	3017.92	500507	692477	682935	0	41.9782	36	0	112	120
293T_TFF1_DNA_Pool-2_7D:R1:X7:04	241	1692.15	0	1.9801e+06	3.57701e+06	552154	280.996	241	418536	283	299
293T_TFF1_DNA_Pool-2_7D:R5:C0:11	50	3581.48	1.45631e+06	1.75433e+06	891644	3.43252e+06	60.1605	50	3.82984e+06	148	164
293T_TFF1_DNA_Pool-2_7D:R5:F6:04	25	1777.48	1.61095e+06	556675	254800	1.40173e+06	27.1835	25	1.04314e+06	72	81
293T_TFF1_DNA_Pool-2_7D:S0:J0:03	24	9540.89	0	439749	9218.05	0	24.9329	24	0	298	331
293T_TFF1_DNA_Pool-2_7D:S4:N7:02	80	3171.94	1.07113e+06	1.34513e+06	984693	1.66963e+06	101.737	80	1.2562e+06	163	181
293T_TFF1_DNA_Pool-2_7D:S7:22:12	43	1631.74	2.75044e+06	865125	783685	0	51.5408	43	0	84	92
293T_TFF1_DNA_Pool-2_7D:S7:E1:04	61	3811.5	2.34339e+06	625587	802362	731757	68.3376	61	260979	157	172
293T_TFF1_DNA_Pool-2_7D:S7:N7:04	79	2757.64	1.11711e+06	1.08451e+06	699205	191370	98.9405	79	349702	148	160
293T_TFF1_DNA_Pool-2_7D:S7:V0:04	69	6524.02	0	838330	661178	0	78.3328	69	680854	244	268
293T_TFF1_DNA_Pool-2_7D:S8:0F:01	78	10259.3	1.29663e+06	1.09747e+06	879658	193156	93.896	78	381841	337	357
293T_TFF1_DNA_Pool-2_7D:S8:37:04	55	4516.01	1.66245e+06	538720	791377	146667	63.1716	55	125233	170	185
293T_TFF1_DNA_Pool-2_7D:S8:B7:12	21	2785.14	0	573007	748801	3.24287e+06	24.3332	21	0	92	104
293T_TFF1_DNA_Pool-2_7D:S8:N8:12	41	10005.8	1.90423e+06	1.60264e+06	862638	1.20153e+06	53.361	41	0	327	354
293T_TFF1_DNA_Pool-2_7D:U0:29:04	33	2612.62	1.00919e+06	1.4563e+06	949816	129412	42.7082	33	146586	101	113
293T_TFF1_DNA_Pool-2_7D:U0:M1:12	60	9919.62	0	1.23102e+06	768840	1.50872e+06	78.5906	60	1.65354e+06	336	365
293T_TFF1_DNA_Pool-2_7D:U4:P0:10	35	13853.8	1.2855e+06	609627	708204	3.00556e-27	42.3489	35	59585.9	360	394
293T_TFF1_DNA_Pool-2_7D:V9:H3:04	60	9526.49	262731	872942	860677	328200	74.3222	60	0	329	352
293T_TFF1_DNA_Pool-2_7D:W3:W2:04	53	4197.79	0	483853	634013	12034	61.5746	53	91157.2	163	180
293T_TFF1_DNA_Pool-2_7D:W7:L0:03	27	1649.67	683203	2.0599e+06	630684	0	33.5774	27	53712.1	69	74
293T_TFF1_DNA_Pool-2_7D:X1:0N:04	20	1001.2	1.58452e+06	307740	795855	0	21.9255	20	0	50	53
293T_TFF1_DNA_Pool-2_7D:X5:06:02	107	1040.41	1.86188e+06	886538	914181	195409	118.01	107	53712.1	131	136
293T_TFF1_DNA_Pool-2_7D:X5:0N:04	116	3612.6	1.74197e+06	1.75373e+06	1.06402e+06	707363	142.757	116	877517	207	231
293T_TFF1_DNA_Pool-2_7D:X5:34:04	25	2000.45	0	558174	777884	0	27.5227	25	0	80	88
293T_TFF1_DNA_Pool-2_7D:X5:B0:04	29	4668.13	422937	1.6212e+06	794476	12856	38.0432	29	105980	153	169
293T_TFF1_DNA_Pool-2_7D:X5:B7:08	30	806.562	0	620686	261621	566919	31.0935	30	536624	53	58
293T_TFF1_DNA_Pool-2_7D:X5:D7:10	36	3965.52	0	1.04249e+06	805542	0	43.6713	36	0	138	151
293T_TFF1_DNA_Pool-2_7D:X5:F3:01	93	799.426	0	860417	791541	416050	108.57	93	279417	110	116
293T_TFF1_DNA_Pool-2_7D:X5:P0:10	279	10870.7	0	1.77081e+06	2.92384e+06	196290	313.8	279	200590	540	573
293T_TFF1_DNA_Pool-2_7D:X5:Y5:02	99	4761.45	1.01021e+06	1.15234e+06	757614	111607	109.178	99	30236.9	221	248
293T_TFF1_DNA_Pool-2_7D:X6:56:12	41	9478.53	1.71588e+06	690360	859436	1.3212e+06	48.109	41	0	289	316
293T_TFF1_DNA_Pool-2_7D:X9:M0:01	31	9852.07	397293	558389	788085	0	36.5364	31	0	314	335
293T_TFF1_DNA_Pool-2_7D:Z1:45:03	25	15548.4	0	615893	480636	144921	28.713	25	216673	412	455
293T_TFF1_DNA_Pool-2_7D:Z1:D2:12	24	1314.19	1.62872e+06	525773	610958	0	27.9223	24	79110.7	61	63
293T_TFF1_DNA_Pool-2_7D:Z1:Z8:02	44	9596.17	0	661234	639423	118770	54.9912	44	53229.8	323	348
293T_TFF1_DNA_Pool-2_7D:Z5:F3:03	22	2051.36	0	257515	221758	103376	23.9871	22	243282	77	82
293T_TFF1_DNA_Pool-2_7D:Z5:Y1:02	132	2466.26	0	1.49897e+06	966960	1.21843e+06	151.394	132	925640	196	209
293T_TFF1_DNA_Pool-2_7C:07:22:01	42	16547.9	0	906019	760757	50990.5	50.7365	42	265295	403	438
293T_TFF1_DNA_Pool-2_7C:0E:H6:01	37	678.174	0	507365	635473	629196	39.7351	37	101563	54	57
293T_TFF1_DNA_Pool-2_7C:0I:E1:01	65	2749.4	0	1.08382e+06	1.07936e+06	1.16521e+06	79.8124	65	1.20829e+06	134	142
293T_TFF1_DNA_Pool-2_7C:0I:T0:03	20	8482.32	1.71243e+06	485285	938919	0	23.8104	20	0	265	293
293T_TFF1_DNA_Pool-2_7C:0M:G9:01	35	3113.02	624054	516726	233095	1.88555e+06	38.1701	35	2.34263e+06	115	124
293T_TFF1_DNA_Pool-2_7C:0P:76:01	35	5048.74	0	1.19103e+06	743686	1.23495e+06	43.1646	35	79110.7	168	189
293T_TFF1_DNA_Pool-2_7C:0T:H7:01	20	1177.07	2.18825e+06	752964	654770	1.12724e+06	23.9792	20	0	53	54
293T_TFF1_DNA_Pool-2_7C:0X:G0:01	142	645945	2.8774e+06	2.04699e+06	1.87047e+06	622493	166.143	142	191508	17698	18374
293T_TFF1_DNA_Pool-2_7C:0X:N7:01	80	4152.04	3.39307e+06	974466	1.01657e+06	2.21016e+06	94.1022	80	1.5051e+06	189	205
293T_TFF1_DNA_Pool-2_7C:0X:N7:09	74	4269.78	1.48903e+06	1.15693e+06	754309	800923	92.9591	74	900424	181	196
293T_TFF1_DNA_Pool-2_7C:0X:T4:01	163	2202.68	1.02507e+06	1.66463e+06	1.20877e+06	2.65298e+06	200.435	163	2.02664e+06	212	220
293T_TFF1_DNA_Pool-2_7C:0Y:0R:01	248	4415.95	1.58299e+06	2.32431e+06	2.07491e+06	6.0745e+06	286.562	248	961759	349	369
293T_TFF1_DNA_Pool-2_7C:0Y:G4:09	89	2960.11	771079	867196	775227	0	98.8155	89	79110.7	170	178
293T_TFF1_DNA_Pool-2_7C:0Y:T2:05	112	3238.63	1.80653e+06	1.06568e+06	783227	150431	130.954	112	377200	190	199
293T_TFF1_DNA_Pool-2_7C:0Y:T4:01	74	2234.54	1.09445e+06	1.14583e+06	896237	603144	93.7066	74	543205	131	143
293T_TFF1_DNA_Pool-2_7C:0Y:V0:09	30	1849.44	676079	2.49053e+06	825456	0	38.7726	30	0	81	87
293T_TFF1_DNA_Pool-2_7C:11:F3:10	29	4202.36	0	1.02758e+06	15499.4	683258	31.405	29	864147	142	155
293T_TFF1_DNA_Pool-2_7C:12:K5:01	1989	10567	8.161e+06	4.61976e+06	8.26377e+06	4.99934e+06	2204.64	1989	7.17362e+06	2184	2258
293T_TFF1_DNA_Pool-2_7C:19:Y5:01	27	2124.33	1.87817e+06	684183	550726	0	28.6807	27	0	81	87
293T_TFF1_DNA_Pool-2_7C:24:C0:01	24	27821.7	319280	656310	883674	19262.3	30.9356	24	182228	813	879
293T_TFF1_DNA_Pool-2_7C:47:0A:04	28	1346.47	1.90633e+06	776412	751746	107583	34.1928	28	0	65	72
293T_TFF1_DNA_Pool-2_7C:47:E2:01	150	3114.33	0	1.19633e+06	802741	1.80373e+06	167.494	150	903614	227	241
293T_TFF1_DNA_Pool-2_7C:47:F3:09	87	4494.83	0	1.09286e+06	938262	1.31691e+06	100.677	87	1.14352e+06	202	219
293T_TFF1_DNA_Pool-2_7C:47:L4:09	44	2136.28	216425	418923	232334	0	46.2982	44	0	99	108
293T_TFF1_DNA_Pool-2_7C:55:F3:01	51	10682.5	2.83696e+06	2.15904e+06	814220	7.23449e+06	62.4298	51	491466	334	380
293T_TFF1_DNA_Pool-2_7C:60:T4:01	22	1097.99	1.90057e+06	863724	810032	0	27.4279	22	79110.7	52	57
293T_TFF1_DNA_Pool-2_7C:63:X4:07	64	1051.25	0	1.32117e+06	689678	1.15369e+06	78.2732	64	1.74396e+06	94	99
293T_TFF1_DNA_Pool-2_7C:64:C0:01	31	1066.93	1.81485e+06	1.17008e+06	803962	0	39.0902	31	0	59	65
293T_TFF1_DNA_Pool-2_7C:71:M8:01	27	1702.15	2.26673e+06	918694	809926	47795.5	30.7746	27	154877	74	81
293T_TFF1_DNA_Pool-2_7C:72:A0:01	22	2487.33	2.02725e+06	1.13654e+06	714186	351871	27.6336	22	319805	92	101
293T_TFF1_DNA_Pool-2_7C:80:18:01	26	3816.74	1.81557e+06	518313	758772	6.37182e+06	29.0589	26	6.13519e+06	131	146
293T_TFF1_DNA_Pool-2_7C:80:Q4:01	30	6495.91	1.12616e+06	572041	692391	0	37.0985	30	0	205	232
293T_TFF1_DNA_Pool-2_7C:87:M8:01	47	1237.7	0	678219	748675	3.34281e+06	52.7663	47	1.00295e+06	79	87
293T_TFF1_DNA_Pool-2_7C:91:Q4:01	48	1839.55	0	1.03618e+06	809109	486644	58.5703	48	716333	100	115
293T_TFF1_DNA_Pool-2_7C:95:E1:03	76	12354.7	0	980781	800085	503125	91.2794	76	492620	395	432
293T_TFF1_DNA_Pool-2_7C:95:O1:01	81	1753.94	567408	1.11687e+06	799791	145489	96.3426	81	0	127	134
293T_TFF1_DNA_Pool-2_7C:95:X8:01	1757	11471	2.03445e+07	4.5075e+06	1.12921e+07	3.4501e+06	1948.53	1757	3.61494e+06	1937	2010
293T_TFF1_DNA_Pool-2_7C:96:C8:01	26	777.319	2.18317e+06	1.5184e+06	1.48204e+06	0	33.8261	26	0	47	48
293T_TFF1_DNA_Pool-2_7C:A4:08:01	33	2737.97	1.63161e+06	450607	710103	6.05141e-13	35.889	33	185704	103	112
293T_TFF1_DNA_Pool-2_7C:A4:E6:01	20	3414.03	121049	307287	586904	0	22.7593	20	0	111	123
293T_TFF1_DNA_Pool-2_7C:A4:M8:01	100	1540.07	2.68544e+06	1.43411e+06	847310	5.86287e+06	113.878	100	1.90716e+06	136	144
293T_TFF1_DNA_Pool-2_7C:A7:46:08	90	6883.46	1.05841e+06	1.14429e+06	804806	1.48491e+06	108.99	90	914355	276	300
293T_TFF1_DNA_Pool-2_7C:A7:M0:11	30	3155.4	0	1.33165e+06	836107	7.00771e+06	35.5243	30	9.70278e+06	111	123
293T_TFF1_DNA_Pool-2_7C:B5:P4:01	29	13830.3	1.60785e+06	931730	722435	0	33.5895	29	0	362	399
293T_TFF1_DNA_Pool-2_7C:D5:G4:09	26	2600.52	1.70972e+06	843784	833655	179925	29.9137	26	210214	96	104
293T_TFF1_DNA_Pool-2_7C:E3:0A:04	22	3989.84	0	844299	791516	2.42237e+06	24.7052	22	1.9781e+06	122	135
293T_TFF1_DNA_Pool-2_7C:E3:C9:01	24	2263.52	0	768577	731527	0	27.7786	24	79110.7	86	95
293T_TFF1_DNA_Pool-2_7C:E3:D4:01	1088	780493	9.9748e+06	4.80058e+06	1.3971e+07	3.93146e+06	1233.85	1088	4.57743e+06	17738	18514
293T_TFF1_DNA_Pool-2_7C:F1:54:01	53	3847.19	2.14106e+06	782441	734778	213321	64.5326	53	118133	156	170
293T_TFF1_DNA_Pool-2_7C:F2:54:01	30	1028.16	2.09497e+06	780736	763948	226814	34.1163	30	79110.7	57	62
293T_TFF1_DNA_Pool-2_7C:F7:O6:01	36	4005.07	0	930955	746565	247765	44.6782	36	198887	138	146
293T_TFF1_DNA_Pool-2_7C:G3:0O:01	36	1154.98	399005	396236	788546	0	39.5817	36	0	67	68
293T_TFF1_DNA_Pool-2_7C:G4:X7:01	52	1468.29	1.16044e+06	869601	851516	17959.7	60.5808	52	146176	93	96
293T_TFF1_DNA_Pool-2_7C:H1:Y5:01	47	1242.42	185657	585709	14009.7	0	48.1693	47	0	76	79
293T_TFF1_DNA_Pool-2_7C:J1:45:01	221	880.572	5.26955e+06	1.72278e+06	1.43717e+06	1.84092e+06	244.908	221	1.52441e+06	233	249
293T_TFF1_DNA_Pool-2_7C:J1:F3:09	128	3249.75	2.64193e+06	1.71726e+06	1.53725e+06	4.66357e+06	156.721	128	2.83434e+06	211	235
293T_TFF1_DNA_Pool-2_7C:J2:76:01	91	2937.4	0	1.48253e+06	1.09691e+06	642387	108.393	91	156454	169	184
293T_TFF1_DNA_Pool-2_7C:J9:K2:01	20	2182.02	113794	245849	832812	0	20.2276	20	79110.7	78	87
293T_TFF1_DNA_Pool-2_7C:L2:T8:01	28	2280.41	0	1.06932e+06	261878	0	33.5503	28	0	92	101
293T_TFF1_DNA_Pool-2_7C:L5:N8:01	27	1775.93	1.81204e+06	644904	627681	316556	32.8657	27	0	78	86
293T_TFF1_DNA_Pool-2_7C:L9:54:01	24	2284.39	2.03184e+06	789858	831328	369479	28.6305	24	547816	85	94
293T_TFF1_DNA_Pool-2_7C:M3:84:01	21	2643.69	1.71964e+06	437710	677423	28077.6	22.551	21	79110.7	91	98
293T_TFF1_DNA_Pool-2_7C:M4:T4:01	38	7306.6	1.63776e+06	845361	754427	886650	45.4106	38	1.9519e+06	230	252
293T_TFF1_DNA_Pool-2_7C:M8:Y6:01	51	15662.4	753168	855071	1.11206e+06	1.06419e-22	59.8947	51	5.05302e-33	483	519
293T_TFF1_DNA_Pool-2_7C:N9:0A:04	30	17098.9	246181	1.11269e+06	720676	1.85298e+06	41.2651	30	1.93788e+06	515	562
293T_TFF1_DNA_Pool-2_7C:N9:56:09	42	10679.9	1.59619e+06	540406	876626	0	47.8063	42	389512	314	344
293T_TFF1_DNA_Pool-2_7C:N9:E2:01	1123	4485.01	3.1026e+06	3.08501e+06	1.13374e+07	2.88165e+06	1242.34	1123	1.13437e+06	1209	1260
293T_TFF1_DNA_Pool-2_7C:O3:49:01	50	62237.1	0	780196	805954	4.53188e+06	55.6043	50	932591	1646	1770
293T_TFF1_DNA_Pool-2_7C:O7:54:01	46	8640.87	1.81317e+06	713100	919094	215757	57.6318	46	237942	290	315
293T_TFF1_DNA_Pool-2_7C:O7:K1:01	35	4479.58	0	620718	762782	271129	40.8972	35	275286	158	171
293T_TFF1_DNA_Pool-2_7C:Q4:G1:09	29	4112.56	2.30631e+06	957080	18675.8	0	33.8108	29	0	138	147
293T_TFF1_DNA_Pool-2_7C:R1:0A:04	21	1708.44	0	417942	778238	0	23.9567	21	0	67	74
293T_TFF1_DNA_Pool-2_7C:R5:E2:01	45	1910.16	0	688792	741157	393961	51.6878	45	391479	94	101
293T_TFF1_DNA_Pool-2_7C:R6:32:09	26	12929.1	0	424886	805907	0	28.2625	26	0	318	347
293T_TFF1_DNA_Pool-2_7C:R6:F8:09	48	2496.27	685377	629092	675142	49964.9	54.2053	48	171184	118	128
293T_TFF1_DNA_Pool-2_7C:R6:Z8:01	104	3288.47	870086	872396	707459	650716	117.802	104	1.06538e+06	190	203
293T_TFF1_DNA_Pool-2_7C:S7:94:01	77	2633.75	0	720189	987133	119146	87.4464	77	118314	145	157
293T_TFF1_DNA_Pool-2_7C:S7:H2:01	107	4269.75	0	1.40506e+06	846310	225185	125.933	107	508618	221	238
293T_TFF1_DNA_Pool-2_7C:U3:E6:07	23	1182.93	2.27289e+06	1.16017e+06	815016	0	31.8327	23	0	54	59
293T_TFF1_DNA_Pool-2_7C:V2:06:07	22	4000.38	0	604766	775012	0	25.5094	22	0	122	135
293T_TFF1_DNA_Pool-2_7C:V9:N8:01	35	485.08	0	1.08712e+06	827521	0	47.8335	35	111856	49	52
293T_TFF1_DNA_Pool-2_7C:X5:76:01	123	2774.17	0	1.55002e+06	1.33035e+06	787854	145.359	123	2.04016e+06	192	203
293T_TFF1_DNA_Pool-2_7C:X5:81:01	80	4665.7	3.25495e+06	1.08821e+06	1.05229e+06	1.07725e+06	94.202	80	1.16034e+06	200	223
293T_TFF1_DNA_Pool-2_7C:X5:C0:01	149	1666.2	1.76063e+06	1.28398e+06	844437	1.34149e+06	171.899	149	1.37147e+06	190	199
293T_TFF1_DNA_Pool-2_7C:X5:I9:09	39	755.919	2.1104e+06	919801	770369	0	45.0409	39	0	59	62
293T_TFF1_DNA_Pool-2_7C:X5:J4:01	47	4753.59	2.0864e+06	983955	866702	408823	61.87	47	487808	182	195
293T_TFF1_DNA_Pool-2_7C:X5:O1:01	181	1063.94	1.13755e+06	1.92545e+06	2.12772e+06	1.73858e+06	206.634	181	471400	201	214
293T_TFF1_DNA_Pool-2_7C:X5:T0:06	42	2611.53	1.97663e+06	652644	819388	0	46.4461	42	0	111	119
293T_TFF1_DNA_Pool-2_7C:X6:46:11	34	16482.4	1.59134e+06	530195	784716	0	41.0431	34	79110.7	482	515
293T_TFF1_DNA_Pool-2_7C:X6:M8:01	58	2150.43	2.02498e+06	1.0027e+06	58313.3	73238.1	66.5384	58	3.52261e-31	114	123
293T_TFF1_DNA_Pool-2_7C:X6:N8:01	37	1859.12	0	502916	696957	432873	43.9596	37	482220	86	95
293T_TFF1_DNA_Pool-2_7C:X6:T0:01	48	2592.06	0	351107	13834	0	50.2629	48	0	113	121
293T_TFF1_DNA_Pool-2_7C:X9:J0:01	34	3876.5	639418	575594	766487	2.84247e+06	39.9348	34	318925	135	144
293T_TFF1_DNA_Pool-2_7C:Y3:E2:08	20	3789.52	0	467713	585221	2955.58	22.5348	20	155122	118	127
293T_TFF1_DNA_Pool-2_7C:Y7:E2:01	31	950.222	1.34529e+06	528515	25045.8	54314.7	34.5109	31	211768	57	61
293T_TFF1_DNA_Pool-2_7C:Y7:G8:08	81	4217.56	2.37148e+06	959944	767402	513783	94.7633	81	883364	194	208
293T_TFF1_DNA_Pool-2_7B:0I:20:03	21	1958.85	1.55482e+06	270366	668208	162660	26.9039	21	230157	74	82
293T_TFF1_DNA_Pool-2_7B:0X:20:06	35	13469.4	2.32444e+06	938704	729087	1.98862e+06	41.0937	35	1.24822e+06	344	376
293T_TFF1_DNA_Pool-2_7B:0X:61:01	103	2113.61	0	1.24438e+06	921120	562312	125.513	103	722827	156	170
293T_TFF1_DNA_Pool-2_7B:0X:69:08	32	2351.35	0	680690	790910	0	38.1614	32	53712.1	95	105
293T_TFF1_DNA_Pool-2_7B:0X:B3:11	21	22251.6	1.56647e+06	541836	799000	1.03117e+06	24.1252	21	1.25403e+06	520	586
293T_TFF1_DNA_Pool-2_7B:0X:K0:06	24	1482.26	0	792118	653445	63682.7	30.8992	24	0	63	69
293T_TFF1_DNA_Pool-2_7B:0Y:41:06	68	16708.6	1.76735e+06	1.31419e+06	867126	1.33858e+06	83.597	68	485209	546	582
293T_TFF1_DNA_Pool-2_7B:12:0O:02	25	16436.7	0	1.01523e+06	745029	0	31.9742	25	0	406	453
293T_TFF1_DNA_Pool-2_7B:12:0O:09	26	1825.55	1.62327e+06	517239	551419	0	28.8438	26	0	75	82
293T_TFF1_DNA_Pool-2_7B:15:T0:03	22	4600.5	1.43908e+06	1.00641e+06	742169	0	30.796	22	0	146	159
293T_TFF1_DNA_Pool-2_7B:20:F8:12	32	960.963	1.69953e+06	1.00632e+06	1.81646e+06	647242	37.4129	32	455985	57	60
293T_TFF1_DNA_Pool-2_7B:24:J0:10	22	1152.05	0	474524	2.09871e+06	935376	26.8757	22	79110.7	53	57
293T_TFF1_DNA_Pool-2_7B:32:N0:05	25	1053.64	804554	820086	938631	619606	29.2426	25	351149	54	56
293T_TFF1_DNA_Pool-2_7B:36:T0:06	21	744.919	1.35881e+06	60001.1	7367.36	0	21	21	0	40	41
293T_TFF1_DNA_Pool-2_7B:39:T0:06	37	2129.86	434536	516571	229038	0	39.2355	37	79110.7	95	104
293T_TFF1_DNA_Pool-2_7B:43:0V:06	39	1170.09	2.08205e+06	1.05167e+06	741821	1.74715e-29	52.5111	39	0	69	73
293T_TFF1_DNA_Pool-2_7B:43:Y6:02	31	997.075	1.36151e+06	507818	634536	0	38.7089	31	79110.7	58	60
293T_TFF1_DNA_Pool-2_7B:47:56:06	37	9387.01	197273	676223	816590	163976	39.0579	37	45775.5	288	316
293T_TFF1_DNA_Pool-2_7B:47:O9:03	38	2343.43	0	849156	203772	1.41811e+06	46.2977	38	1.23853e+06	101	113
293T_TFF1_DNA_Pool-2_7B:55:S1:07	20	948.155	1.56631e+06	370985	578812	231736	22.2688	20	261475	47	52
293T_TFF1_DNA_Pool-2_7B:64:0V:05	37	4698.11	1.87655e+06	619567	778658	0	44.3456	37	0	165	181
293T_TFF1_DNA_Pool-2_7B:92:98:02	21	2924.51	1.06297e+06	541832	699903	0	24.5193	21	0	101	111
293T_TFF1_DNA_Pool-2_7B:95:02:02	32	1168.9	2.76823e+06	809551	219711	106561	37.3622	32	290339	66	72
293T_TFF1_DNA_Pool-2_7B:95:E1:03	84	5378.39	669511	1.98178e+06	846571	1.11247e-12	93.4229	84	0	223	240
293T_TFF1_DNA_Pool-2_7B:95:L0:07	20	776.354	1.38147e+06	479255	615241	0	22.7612	20	0	42	44
293T_TFF1_DNA_Pool-2_7B:C4:G8:02	77	2268.15	2.67576e+06	1.25395e+06	858813	88142	90.6081	77	163164	135	147
293T_TFF1_DNA_Pool-2_7B:E3:09:06	25	1689.48	1.84043e+06	808344	845656	27274.9	28.2127	25	6170.08	71	75
293T_TFF1_DNA_Pool-2_7B:E3:D4:01	26	772.04	2.14142e+06	1.02683e+06	737781	0	29.0136	26	235941	47	49
293T_TFF1_DNA_Pool-2_7B:E3:U5:08	21	1542.09	1.56585e+06	547817	540142	287966	25.7896	21	370993	62	67
293T_TFF1_DNA_Pool-2_7B:E3:Y2:02	128	745.632	0	2.21616e+06	2.04729e+06	727903	149.118	128	326582	146	155
293T_TFF1_DNA_Pool-2_7B:H6:0V:06	21	4256.57	1.62007e+06	324699	494136	188006	23.7687	21	238836	130	143
293T_TFF1_DNA_Pool-2_7B:H6:X7:03	66	1602.63	1.0841e+06	1.40223e+06	741499	549927	85.5768	66	478859	110	123
293T_TFF1_DNA_Pool-2_7B:J1:20:06	27	3727.51	0	405038	18276.4	0	30.5087	27	0	128	145
293T_TFF1_DNA_Pool-2_7B:K7:14:02	80	3206.31	435220	1.09551e+06	1.01652e+06	129856	85.5538	80	268296	162	172
293T_TFF1_DNA_Pool-2_7B:L6:Q5:03	20	1459.13	0	579555	782295	0	21.5379	20	79110.7	62	66
293T_TFF1_DNA_Pool-2_7B:M4:0K:02	39	13905.4	1.93503e+06	753399	744616	460654	50.7987	39	761582	355	382
293T_TFF1_DNA_Pool-2_7B:M8:54:06	38	3889.01	0	1.39756e+06	828555	760828	51.9704	38	613641	142	158
293T_TFF1_DNA_Pool-2_7B:N9:0V:05	42	2850.72	2.03543e+06	620168	649981	0	47.0853	42	0	117	125
